toxic_sentence,non_toxic_sentence,lang
  Aber Fox und YouTube ist besser? Journalisten gegen möchtegerns. Also ich würde da eher auf öffentlich rechtliche hören. Weil die Argumente liefern müssen. Und nicht einfach ein Behauptung in den Raum stellen.,Aber Fox und YouTube ist besser? Journalisten gegen Andere. Also ich würde da eher auf öffentlich rechtliche hören. Weil die Argumente liefern müssen. Und nicht einfach ein Behauptung in den Raum stellen.,de
"Man sollte Annalena  "" Kobold "" Baerbock nicht allzuviel Aufmerksamkeit schenken . Besser wäre es , einen Blick in das Wahlprogramm der Ökotaliban zu werfen ; da läuft es jedem Demokraten kalt den Rücken hinunter #Baerbock #DieGruenen #","Man sollte Annalena "" Kobold "" Baerbock nicht allzuviel Aufmerksamkeit schenken. Besser wäre es, einen Blick in das Wahlprogramm der Ökotaliban zu werfen ; da läuft es jedem Demokraten kalt den Rücken hinunter #Baerbock #DieGruenen #",de
"Demokratie und Sicherheit ??? Beides hat Merkel eindrucksvoll geradezu ausgeschaltet ...  Euch ist doch das Volk egal nur weil Wahlen anstehen wird wieder ordentlich der sprichwörtliche Honig ums Maul geschmiert, Ihr seid keine Volkspartei dafür aber die AfD umso mehr https://t.co/QkIEEzsYub","Demokratie und Sicherheit??? Beides hat Merkel eindrucksvoll geradezu ausgeschaltet... Euch ist doch das Volk egal nur weil Wahlen anstehen wird wieder ordentlich der sprichwörtliche Honig ums Maul geschmiert, Ihr seid keine Volkspartei dafür aber die AfD umso mehr https://t.co/QkIEEzsYub",de
" Meine Hoffnung ist, dass sich die AfD  durch ihre Dummheit selbst enthauptet und verschwindet. Kann's leider nur immer wieder sagen: Deppen!","Meine Hoffnung ist, dass sich die AfD durch ihre Unwissenheit selbst enthauptet und verschwindet. Kann's leider nur immer wieder sagen",de
"  Frau Weidel ist lesbisch, hat eine dunkelhäutige Partnerin aus Sri Lanka, lebt im Kanton Schwyz, trickst mit Steuersitz in DE, so eine Frau würde man in der FDP vermuten. Stattdessen hetzt sie in der AFD. 
Ernsthaft, die Frau hat doch eine Persönlichkeitsstörung.","Frau Weidel ist lesbisch, hat eine dunkelhäutige Partnerin aus Sri Lanka, lebt im Kanton Schwyz, trickst mit Steuersitz in DE, so eine Frau würde man in der FDP vermuten. Stattdessen hetzt sie in der AFD. Ernsthaft, die Frau hat doch eine Persönlichkeitsstörung.",de
" Sowas würde kein Kanake jemals tun, kanake würde eher sein Bein verkaufen","Sowas würde kein Kanake jemals tun, kanake würde eher sein Bein verkaufen",de
    Die sind auch zum größten Teils Nazis. Der rechte Flügel war nur der extremste Haufen von 'nem ohnehin schon Rechtsextremen Haufen.,Die sind auch zum größten Teils Nazis. Der rechte Flügel war nur der extremste Haufen von 'nem ohnehin schon Rechtsextremen Haufen.,de
   Die Querdenker bringen Kinder als menschliches Schutzschild mit. Dafür werden sie belohnt.,Die Querdenker bringen Kinder als menschliches Schutzschild mit. Dafür werden sie belohnt.,de
"   Stimme ich vollumfänglich zu. Im Bundesministerium für Bildung und Forschung ist Antisemitismus täglich Praxis. Das ist meine Erfahrung, wegen jüdischer Wurzeln wird man geächtet,v.Höhergruppierungen ausgeschlossen,vergewaltigt,sex. belästigt,erpresst,diffamiert,isoliert uvm.","Stimme ich vollumfänglich zu. ImBundesministerium für Bildung und Forschung ist Antisemitismus täglich Praxis. Das ist meine Erfahrung, wegen jüdischer Wurzeln wird man geächtet,v.Höhergruppierungen ausgeschlossen,vergewaltigt,sex. belästigt,erpresst,diffamiert,isoliert uvm.",de
   Nein  kriminell  ist  VW  und  andere  Konzerne,"Nein, VW und andere Konzerne sind kriminell",de
"Alter.. ich bin so ner Liste gefolgt um ein bisschen in die Jura-Bubble zu kommen. Jetzt habe ich dauernd so widerliche Querdenker-Tweets in der Timeline, die mich jedes mal einfach nur zum Kotzen bringen...","Alter.. ich bin so ner Liste gefolgt um ein bisschen in die Jura-Bubble zu kommen. Jetzt habe ich dauernd so Querdenker-Tweets in der Timeline, die mich jedes mal einfach nur zum Kotzen bringen...",de
"   Gestresst klingen eher sie. Nur so als Anmerkung. Ist schwer, sich seine faktenverdrehende Welt durch neue Lügen zu erhalten, wenn ständig die Lügen widerlegt werden. Frag mal Banane, den geimpften Vorturner der Leerdenker.","Gestresst klingen eher sie. Nur so als Anmerkung. Ist schwer, sich seine faktenverdrehende Welt durch neue Lügen zu erhalten, wenn ständig die Lügen widerlegt werden.",de
"   Gott,  was seid ihr für hässliche Faschistenfressen. 🤢🤮🤮🤮🤮","Gott, was seid ihr für Menschen.",de
 BRD Diktatur im Netz und nun auch aggressiv und brutal gegen freie Bürger❗Die sind aktuell genauso wahnsinnig wie die Nazis 1933❗Eine Schande für jeden in der BRD der in Geschichte aufgepasst hat❗😢🤮,BRD Diktatur im Netz und nun auch aggressiv und brutal gegen freie Bürger❗Die sind aktuell genauso wahnsinnig wie die Nazis 1933❗Eine Schande für jeden in der BRD der in Geschichte aufgepasst hat❗😢🤮,de
   Wird das nicht von der White Supremacy verwendet?,Wird das nicht von der White Supremacy verwendet?,de
     Dann schau ma nach warum sie das gemacht haben wenns nach mir gehen würde hätten sie die moschee  niederbrennen sollen,Dann schau ma nach warum sie das gemacht haben wenns nach mir gehen würde hätten sie die moschee niederbrennen sollen,de
"   Dass Demokratiefeinde von der #fckafd überhaupt über Listen sinnieren können, ist #ekelhafd . #AfDrausausdenParlamenten #AfDVerbotJetzt #AfDVerfassungsfeindlich","Dass Demokratiefeinde von der #fckafd überhaupt über Listen sinnieren können, ist nicht gut. #AfDrausausdenParlamenten #AfDVerbotJetzt #AfDVerfassungsfeindlich",de
 Nachdem der israelische Terrorstaat Gebiete in Gaza angegriffen und 11 Menschen darunter 3 Kinder ermordet hat . Israel begeht Staatsterror!! Früher oder später alle islamischen Länder  werden sich vereinen gegen diese zionistische Tyrannei,Nachdem der israelische Terrorstaat Gebiete in Gaza angegriffen und 11 Menschen darunter 3 Kinder ermordet hat. Israel begeht Staatsterror!! Früher oder später alle islamischen Länder werden sich vereinen gegen diese zionistische Tyrannei,de
" Ich würde so gerne sachlich über Inhalte debattieren und bin jederzeit offen für Kritik, auch gerne sehr direkt, wenn fundiert. Aber Kritik zu üben, ohne den beim #fdpbpt21 Antrag zu kennen, ist genauso intellektuell erbärmlich wie die Nutzung des Begriffs #AFDP.","Ich würde so gerne sachlich über Inhalte debattieren und bin jederzeit offen für Kritik, auch gerne sehr direkt, wenn fundiert. Aber Kritik zu üben, ohne den beim #fdpbpt21 Antrag zu kennen, ist genauso intellektuell erbärmlich wie die Nutzung des Begriffs #AFDP.",de
"Da gerade  Mitmenschen, die nur darauf bedacht sind gegen Infektionsschutzmaßnahmen zu „schießen“, weil Ihnen Shopping &amp; Party wichtiger sind als Solidarität &amp; Rücksichtnahme, #HaltDieFresseBild Artikel teilen,  hat der Hashtag #HaltDieFresseBild seine absolute Berechtigung!","Da gerade Mitmenschen, die nur darauf bedacht sind gegen Infektionsschutzmaßnahmen zu „schießen“, weil Ihnen Shopping &amp; Party wichtiger sind als Solidarität &amp; Rücksichtnahme, #HaltDieFresseBild Artikel teilen, hat der Hashtag #HaltDieFresseBild seine absolute Berechtigung!",de
"   Unschuldige verprügeln ist in der Tat der Job der Bullen, deswegen sind ja scheiße, ja.
Und ja klar, natürlich sollte bei Querdenkern und ihren Nazi-Kollegen härter durchgegriffen werden? Die gefährden einen Haufen unschuldige Leben?","Unschuldige verprügeln ist in der Tat der Job der Bullen, deswegen sind ja schlecht, ja. Und ja klar, natürlich sollte bei Querdenkern und ihren Nazi-Kollegen härter durchgegriffen werden? Die gefährden einen Haufen unschuldige Leben?",de
"Echt jetzt Paul? 
Statt DE DE über alles gibt's  wichtigeres!
Der Wert eines Menschen sollte an erster Stelle stehen nicht das was die  daraus gemacht hat. Lobbyieren  Lügen, Betrügen u. das eigene Portemonnaie füllen steht für euch an erster Stelle! #NieMehrCDUCSU https://t.co/7bIBTotGKh","Echt jetzt Paul? Statt DE DE über alles gibt's wichtigeres! Der Wert eines Menschen sollte an erster Stelle stehen nicht das was die daraus gemacht hat. Lobbyieren Lügen, Betrügen u. das eigene Portemonnaie füllen steht für euch an erster Stelle! #NieMehrCDUCSU",de
" Ich finde die Idee super. Vielleicht kapieren so auch mal die letzten Idioten, was das für eine dämliche Partei ist, die sie da wählen wollen. Super Idee, mehr davon, ihr dämlichen blauen Nazis. Bitte mehr davon.","Ich finde die Idee super. Vielleicht kapieren so auch mal die letzten, was das für eine Partei ist, die sie da wählen wollen. Super Idee, mehr davon, ihr Nazis. Bitte mehr davon.",de
"   In der FDP kann sie aber ihren pathologischen Fremdenhass nicht ausleben... wenn man das bei der AFD ausklammert, bleibt auch nur eine FDP auf Drogen. -Sowas braucht kein  Mensch!","In der FDP kann sie aber ihren pathologischen Fremdenhass nicht ausleben... wenn man das bei der AFD ausklammert, bleibt auch nur eine FDP auf Drogen. -Sowas braucht kein Mensch!",de
"Die einen fliegen gern #Özdemir die anderen sind vergesslich #Baerbock
Da sich die #GrüneKhmer gerade selbst zerlegt, wird der #Staatsfunk sicher einschreiten und in endlosen Quasselsendungen ihren Lieblingen zur Seite springen. #GrünenTV","Die einen fliegen gern #Özdemir die anderen sind vergesslich #Baerbock Da sich die #Grüne gerade selbst zerlegt, wird der #Staatsfunk sicher einschreiten und in endlosen Sendungen ihren Lieblingen zur Seite springen. #GrünenTV",de
   Was magst du am Regenbogen nicht? Zu wenig braun?,Was magst du am Regenbogen nicht? Zu wenig braun?,de
" Ich finde es gut, dass so hochbezahlte Volksverräter ää Volksvertreter ihre teure Zeit damit verbringen, Kulturgut umzudichten, damit man die ärgert. Er verschwendet Redezeit, weitere verschwenden Arbeitszeit, Zuhörer verschwenden Lebenszeit. Dank Steuergeldern ... ganz toll #SPD","Ich finde es gut, dass so hochbezahlte Volksvertreter ihre teure Zeit damit verbringen, Kulturgut umzudichten, damit man die ärgert. Er verschwendet Redezeit, weitere verschwenden Arbeitszeit, Zuhörer verschwenden Lebenszeit. Dank Steuergeldern... ganz toll #SPD",de
"  Ich frage mich wirklich, wie Sie so etwas schreiben können (wiederholt u mit Nachdruck) aber NIE thematisieren, welches Ausmaß der Linksextremismus mittlerweile hat u wie die Relativierung durch staatl. finanzierte Medien u Spitzenpolitiker zu einer Gefahr für die Demokratie wird","Ich frage mich wirklich, wie Sie so etwas schreiben können (wiederholt u mit Nachdruck) aber NIE thematisieren, welches Ausmaß der Linksextremismus mittlerweile hat u wie die Relativierung durch staatl. finanzierte Medien u Spitzenpolitiker zu einer Gefahr für die Demokratie wird",de
    Verbotsclaqueure und Propagandajournalisten haben umgehend mit einer Kampagne gegen die querdenkenden und rechtsextremistischen Coronaleugner*innen von #allesdichtmachen begonnen.,Verbotsclaqueure und Propagandajournalisten haben umgehend mit einer Kampagne gegen die querdenkenden und rechtsextremistischen Coronaleugner*innen von #allesdichtmachen begonnen.,de
"  Gehörst du eigentlich zur Masse der Mitläufer in eurem Todeskult, zu den wahrscheinlich gut bezahlten Durchseuchungspropagandisten oder zur Elite der #Coronazis (eher nicht, schätze ich). Und wer hat dieses Mal die Dogwhistle geblasen, mich zu stalken?","Gehörst du eigentlich zur Masse der Mitläufer in eurem Todeskult, zu den wahrscheinlich gut bezahlten Durchseuchungspropagandisten oder zur Elite der #Coronazis (eher nicht, schätze ich). Und wer hat dieses Mal die Dogwhistle geblasen, mich zu stalken?",de
"Es sieht immer mehr so aus, als wollten #Merkel, #Söder &amp; die #Groko-Crew die Schulen bis zu den Sommerferien verkrüppeln. Dasselbe verlogene Spiel wie letztes Jahr. Kinder sind dieser Regierung scheißegal.  https://t.co/TCMSjlNFGp","Es sieht immer mehr so aus, als wollten #Merkel, #Söder &amp; die #Groko-Crew die Schulen bis zu den Sommerferien verkrüppeln. Dasselbe verlogene Spiel wie letztes Jahr. Kinder sind dieser Regierung egal.",de
"#HaltDieFresseBild
#HaltDieFresseSpringerPresse 
😡🤬 jeder der für dieses Drecksblatt arbeitet ist absoluter Abschaum. Ihr seid keine Journalisten. Niemand von euch!
Ihr seid einfach nur ekelhafte Unmenschen. Allen voran . https://t.co/5QKPv5Qwi5",#HaltDieFresseBild #HaltDieFresseSpringerPresse 😡🤬 jeder der für dieses Blatt arbeitet ist absoluter Unmenschen. Ihr seid keine Journalisten. Niemand von euch! Ihr seid einfach nur Unmenschen. Allen voran. https://t.co/5QKPv5Qwi5,de
"„Dieses Land braucht einen Neuanfang“: So tickt Grünen-Kanzlerkandidatin Annalena Baerbock, die im Herbst Angela Merkel beerben will https://t.co/2FVD9DslRW -Seid ihr Schreiberlinge wirklich so doof--die Dame hat von Nichts Ahnung--dann  gleich DE zu schließen und Schlüssel weg .","„Dieses Land braucht einen Neuanfang“: So tickt Grünen-Kanzlerkandidatin Annalena Baerbock, die im Herbst Angela Merkel beerben will https://t.co/2FVD9DslRW",de
"Immer dran denken: Wenn #Baerbock  Kanzlerin wird, wandern die Rechten und Rechtsextremen #noAfDler aus. 
Wer also noch einen Grund braucht die Grünen zu wählen. 💚😁
#fckafd #fcknzs","Immer dran denken: Wenn #Baerbock Kanzlerin wird, wandern die Rechten und Rechtsextremen #noAfDler aus. Wer also noch einen Grund braucht die Grünen zu wählen. 💚😁",de
" Die Glatze steht für Nazis, daher sollten sich Menschen die absichtlich die Haare abrasieren  Kopfbedeckung tragen...","Die Glatze steht für Nazis, daher sollten sich Menschen die absichtlich die Haare abrasieren Kopfbedeckung tragen...",de
  Haut weg diese Querdenker! Danke  #Solidaritaet #ZeroCovid,Haut weg diese Querdenker! Danke #Solidaritaet #ZeroCovid,de
"#Lauterbachluegt - na und? Querdenker töten Menschen! Jetzt die Frage, was menschenverachtender ist… 🤔 

#QuerdenkerSindTerroristen","#Lauterbachluegt - na und? Querdenker töten Menschen! Jetzt die Frage, was menschenverachtender ist... 🤔 #QuerdenkerSindTerroristen",de
 Schade dass sich die ganzen selbsternannten Leugner doch zu feige sind an ihren eigenen Quatsch zu glauben. Sonst könnten die Querdenker doch wunderbar für Studien als nicht geimpfte Kontrollgruppe ohne Behandlung herhalten.,Schade dass sich die ganzen selbsternannten Leugner doch zu feige sind an ihren eigenen Quatsch zu glauben. Sonst könnten die Querdenker doch wunderbar für Studien als nicht geimpfte Kontrollgruppe ohne Behandlung herhalten.,de
"Macht den Laden einfach zu. Niemand braucht dieses Drecksblatt

#HaltDieFresseBild https://t.co/krSgAUfGyR",Macht den Laden einfach zu. Niemand braucht dieses Blatt #HaltDieFresseBild https://t.co/krSgAUfGyR,de
   Mitglied der rechten Jungen Union ist da nicht wirklich besser. Über dieses Sprungbrett zum Rechtsextremismus kann ich nicht mal mehr lachen,Mitglied der rechten Jungen Union ist da nicht wirklich besser. Über dieses Sprungbrett zum Rechtsextremismus kann ich nicht mal mehr lachen,de
"   - Der nächste Energiespeicher, den wir uns zu nutze machen müssen hat zufällig deutlich mehr Potenzial auf eine deutlich längere Zeit (so etwa 5 Milliarden Jahre) Und gibt uns jetzt schon mehr Energie als wir nutzen können. Einfach weil ölverblendete Kapitalisten -","Der nächste Energiespeicher, den wir uns zu nutze machen müssen hat zufällig deutlich mehr Potenzial auf eine deutlich längere Zeit (so etwa 5 Milliarden Jahre) Und gibt uns jetzt schon mehr Energie als wir nutzen können. Einfach weil Kapitalisten",de
 Was für ein Schwachsinn weil ein paar Polaken Covid gekriegt haben soll ein ganzer Landkreis in den Lockdown meine Fresse wie hart wollen wir uns noch alle ficken lassen!? 😂,Was für ein Quatsch weil ein paar Polaken Covid gekriegt haben soll ein ganzer Landkreis in den Lockdown wie hart wollen wir uns noch alle einschränken lassen!? 😂,de
"Bin ich ein Nazi wenn ich feststelle, dass die Grünen dumm wie 10m Feldweg und hohl wie Schnittlauch sind?

Wenn unsere Schulen weiter geschlossen bleiben und Physik zur Nebensache wird, haben wir eine neue Generation die solchem Unsinn Beifall spenden. https://t.co/kiHj84oxuj","Bin ich ein Nazi wenn ich feststelle, dass die Grünen nicht intelligent sind? Wenn unsere Schulen weiter geschlossen bleiben und Physik zur Nebensache wird, haben wir eine neue Generation die solchen Dingen Beifall spenden. https://t.co/kiHj84oxuj",de
"     Stimmt, Spahn sitzt in einer Partei, wo Korruption zur Tagesordnung gehört. 😂😂👌🏻","Stimmt, Spahn sitzt in einer Partei, wo Korruption zur Tagesordnung gehört. 😂😂👌🏻",de
" Ihr spielt euch hier als Israelversteher auf und habt selbst überhaupt keine Ahnung!

Haltet einfach mal die Fresse, Bildleser!",Ihr spielt euch hier als Israelversteher auf und habt selbst überhaupt keine Ahnung!,de
" Da hat der Herr Merz Recht, mit welchem Recht wollen uns ein paar verwirrte Spinner eine Sprache aufdrängen ? Geht  in arabischen Länder mit solch einen krankhaften Gerede . Da ist aber schnell Schluss mit Regenbogensprache . Gendern ist krankhaft .","Da hat der Herr Merz Recht, mit welchem Recht wollen uns ein paar Leute eine Sprache aufdrängen? Geht in arabischen Länder mit solch einen Gerede. Da ist aber schnell Schluss mit Regenbogensprache. Gendern ist krankhaft.",de
" Finds gut, dass es der Mensch mit der Vagina geworden ist, der für die Grün*innen als Kanzler ins Rennen geht. 

Ne Frau hieven die meisten so schnell wohl nicht nochmal auf den Kanzlerthron. 🤪 hihi

#Baerbock ","Finds gut, dass es der Mensch mit der Vagina geworden ist, der für die Grün*innen als Kanzler ins Rennen geht. Ne Frau hieven die meisten so schnell wohl nicht nochmal auf den Kanzlerthron. 🤪 hihi #Baerbock",de
"   Es ist halt so, wie wir es zur Zeit immer wieder sehen: #GrünIstDasNeueBraun. Die Grünen, FridaysForFuture oder #Greenpeace ... das sind #Öko-Faschisten, denen nicht die Natur am Herzen liegt, sondern deren linksextremistische Ideologie. 
","Es ist halt so, wie wir es zur Zeit immer wieder sehen: #GrünIstDasNeueBraun. Die Grünen, FridaysForFuture oder #Greenpeace... das sind #Öko-Faschisten, denen nicht die Natur am Herzen liegt, sondern deren linksextremistische Ideologie.",de
"   Türken-Armin sagt eh nur das, was ihm seine Vertraute  vorher ins Öhrchen gehaucht hat!","Türken-Armin sagt eh nur das, was ihm seine Vertraute vorher ins Öhrchen gehaucht hat!",de
 Frau Baerbock ist eine dumme ungebildete Person und das macht sie nicht nur am Kobalt fest! Gott bewahre unser Land vor solchen Leuten als Kanzlerin! Nichts anderes als grün lackierte Kommunisten!,Frau Baerbock ist eine ungebildete Person und das macht sie nicht nur am Kobalt fest! Gott bewahre unser Land vor solchen Leuten als Kanzlerin! Nichts anderes als grün lackierte Kommunisten!,de
"    6 Millionen Arschloecher. Wer Nazis, Faschisten, Rassisten, Antisemiten, Homophobe usw. waehlt, wird selbstverstaendlich ueber einen Kamm geschert. Die Motivation, ob Kalkuel, Frust, Protest oder was auch immer, ist dabei voellig irrelevant! #AfDWaehlerSindArschloecher","6 Millionen Menschen. Wer Nazis, Rassisten, Antisemiten, Homophobe usw. waehlt, wird selbstverstaendlich ueber einen Kamm geschert. Die Motivation, ob Kalkuel, Frust, Protest oder was auch immer, ist dabei voellig irrelevant! #AfDWaehlerSindArschloecher",de
"Gewalt, Massaker und Völkermord dauern seit 72 Jahren an. Israel tötet Muslime an ihren glücklichsten Tagen. Wir erheben unsere Stimmen für die Freiheit gegenüber Jerusalem und den Muslimen. Wir wollen Freiheit für Palästina, Jerusalem und Muslime.
#HearGaza","Gewalt, Massaker und Völkermord dauern seit 72 Jahren an. Israel tötet Muslime an ihren glücklichsten Tagen. Wir erheben unsere Stimmen für die Freiheit gegenüber Jerusalem und den Muslimen. Wir wollen Freiheit für Palästina, Jerusalem und Muslime. #HearGaza",de
"   Und genau wegen solchen Aussagen ist es genau richtig von Neuer! Nichts in der Öffentlichkeit zu suchen? Was denkst du wer du bist? Jeder ""normale-hetero""? Alles andere ist laut dir nicht normal!? Genau wegen solch Homophoben deppen sind solche Statements Wichtig! 🏳️‍🌈","Und genau wegen solchen Aussagen ist es genau richtig von Neuer! Nichts in der Öffentlichkeit zu suchen? Was denkst du wer du bist? Jeder ""normale-hetero""? Alles andere ist laut dir nicht normal!? Genau wegen solch Homophoben sind solche Statements Wichtig! 🏳️ 🌈",de
"  Voll bei dir. Dampf ablassen. Ich gehe fast jeden Tag an einem vollen Kinderspielplatz an einer Schule bei uns in WI vorbei und könnte kotzen über das was ich da sehe. Zehn Meter weiter wird ein Kerl hochgenommen, der FckAfD schabloniert. 🙄","Voll bei dir. Dampf ablassen. Ich gehe fast jeden Tag an einem vollen Kinderspielplatz an einer Schule bei uns in WI vorbei und könnte kotzen über das was ich da sehe. Zehn Meter weiter wird ein Kerl hochgenommen, der AfD schabloniert. 🙄",de
"  .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",".....das Lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine linksgrüne Fratze!",de
"Was zum Teufel ist mit der CDU nicht in Ordnung??? Jetzt wird auch noch ein bekannter Nazi unterstützt. WTF?

Was ein abartig verlogener Haufen. Von wegen keine Zusammenarbeit mit den Faschisten. Früher, wie heute gelogen. Siehe Plauen

    https://t.co/Qyfy1SCbhL","Was ist mit der CDU nicht in Ordnung??? Jetzt wird auch noch ein bekannter Nazi unterstützt. Was ein verlogener Haufen. Von wegen keine Zusammenarbeit mit den Faschisten. Früher, wie heute gelogen. Siehe Plauen",de
 Ne manche sind einfach nur behindert vallah deren mindset allein fickt mein Kopf sodass ich kein Bock mehr habe und die blocke,Ne manche sind einfach nur behindert vallah deren mindset allein stört mein Kopf sodass ich kein Bock mehr habe und die blocke,de
    Sie kaufen Luft bei Amazon  oder blasen abwechselnd in Tüten ? Allein hiervon kann man sich sehr leicht verunglimpft oder beleidigt führen. Sie stecken sich den Lockdown in den Arsch (Text von Brüggemann). Und gleichgeschaltet sind die Medien ? Muss ich alles nicht aushalten!,Sie kaufen Luft bei Amazon oder blasen abwechselnd in Tüten? Allein hiervon kann man sich sehr leicht verunglimpft oder beleidigt führen. Sie stecken sich den Lockdown in die Tasche (Text von Brüggemann). Und gleichgeschaltet sind die Medien? Muss ich alles nicht aushalten!,de
  Merkel hat den Weg für allerlei dummes Gewürm geöffnet.,Merkel hat den Weg für allerlei Dinge geöffnet.,de
"   Jaja, die drei roten Vollpfostenpunkte sagen mal wieder alles.","Jaja, die drei roten Vollpfostenpunkte sagen mal wieder alles.",de
 Die Wahl von #baerbock ist schlicht Ausdruck von strukturellem Rassismus. Echte Diversitaet hat bei den gutbuergerlichen Gruenen keine chance.,Die Wahl von #baerbock ist schlicht Ausdruck von strukturellem Rassismus. Echte Diversitaet hat bei den gutbuergerlichen Gruenen keine chance.,de
"  DDR-Sprech jeden diffamieren, ihr Medien von der Regierung beauftragt, wissen alle.
Seit längerem läuft DDR Propaganda, haltet Menschen nicht für blöd, wir das alles lange durchschaut, der Antfa-Mob sollte beobachtet  werden. 
Antifa=Faschist. 
Schäme mich für den Journalismus.","DDR-Sprech jeden diffamieren, ihr Medien von der Regierung beauftragt, wissen alle. Seit längerem läuft DDR Propaganda, haltet Menschen nicht für blöd, wir das alles lange durchschaut, der Antifa-Mob sollte beobachtet werden.",de
"Corona-Gesetz geplant: Ausgangssperre „light“ - aber Schulen machen früher dicht 
..das ist wieder eine Verarsche... Wer kauft das noch ab? Wer denkt sich solchen Blödsinn aus (mit den Hund in der der Nacht Gassi gehen) 🤦‍♀️🤦‍♀️ https://t.co/RYJJnLNXqi",Corona-Gesetz geplant: Ausgangssperre „light“ - aber Schulen machen früher dicht..das ist wieder eine Verarsche... Wer kauft das noch ab? Wer denkt sich solchen Blödsinn aus (mit den Hund in der der Nacht Gassi gehen) 🤦 ♀️🤦 ♀️,de
" Er wurde getötet, weil die etablierte Politik das Vertrauen in der Bevölkerung verliert und damit Extremisten den Weg ebnet. Sie sind Teil dieser Art der Politik, Herr Söder, in der Ihre eigene und Ihre Schwesterpartei Korruption zulassen und seit jeher Gegenmaßnahmen blockieren.","Er wurde getötet, weil die etablierte Politik das Vertrauen in der Bevölkerung verliert und damit Extremisten den Weg ebnet. Sie sind Teil dieser Art der Politik, Herr Söder, in der Ihre eigene und Ihre Schwesterpartei Korruption zulassen und seit jeher Gegenmaßnahmen blockieren.",de
  Warum argumentieren alle SVP-Hasser beim Klimathema mit Rassismus? Dummheit?,Warum argumentieren alle SVP-Hasser beim Klimathema mit Rassismus?,de
" Die Spinner haben auch mich block, und ich kenn die netmal","Die haben auch mich block, und ich kenn die netmal",de
"    Das Problem darin, dass heutzutage soviel direkt als Nazi betitelt wird liegt darin, dass Personen wie Sie und ihre widerliche antidemokratische Nazi Partei dann tatsächlich glauben ein Argument gegen die Anschuldigungen zu haben.","Das Problem darin, dass heutzutage soviel direkt als Nazi betitelt wird liegt darin, dass Personen wie Sie und ihre antidemokratische Nazi Partei dann tatsächlich glauben ein Argument gegen die Anschuldigungen zu haben.",de
"   Pfizer eine Firma die anscheinend die gleiche Ethik wie Nazi Todesengel Mengele vertritt hat vor einigen Jahren als in Nigeria eine Mningitis Welle ausbrach, unter dem Vorwand humanitärer Hilfe,  verdeckt  Testmedikamente an Kids ausprobiert ...11 Kinder Tot, 200 behindert","Pfizer eine Firma die anscheinend die gleiche Ethik wie Nazi Todesengel Mengele vertritt hat vor einigen Jahren als in Nigeria eine Mningitis Welle ausbrach, unter dem Vorwand humanitärer Hilfe, verdeckt Testmedikamente an Kids ausprobiert...11 Kinder Tot, 200 behindert",de
"  Die Überzeugung,ein übernatürliches Wesen lenke die Geschicke der Welt,würde im ICD als Wahn verschlüsselt werden.Dazu kommt oft der Narzissmus:ich bin auserwählt/erleuchtet,deshalb was Besonderes.Das birgt die Gefahr,dass man durch diese Störung anderen Menschen schadet.","Die Überzeugung,ein übernatürliches Wesen lenke die Geschicke der Welt,würde im ICD als Wahn verschlüsselt werden.Dazu kommt oft der Narzissmus:ich bin auserwählt/erleuchtet,deshalb was Besonderes.Das birgt die Gefahr,dass man durch diese Störung anderen Menschen schadet.",de
"   du bist also ein depp und wählst die ""deppen für deutschland"" dann tust du mir leid.","Du wählst also die ""schlechten für Deutschland"" dann tust du mir leid.",de
    Ein Statement gegen Rassismus gehört verboten? lmao natürlich kommt das von einer weissen Frau,Ein Statement gegen Rassismus gehört verboten? lmao natürlich kommt das von einer weissen Frau,de
"  Die AFD könnte ja geschlossen, incl. ihrer Wähler auswandern.","Die AFD könnte ja geschlossen, incl. ihrer Wähler auswandern.",de
"    Mein Respekt das sie sich so Mühe mit schreiben machen und erklären für ungebildete die nur einseitig sich informieren und nur unseren zensurierten westlichen Medien glauben. Solche die sich nur einseitig ""bilden"" und meinen sie wissen Bescheid, ignoriere ich oder Klo runter","Mein Respekt das sie sich so Mühe mit schreiben machen und erklären für Menschen die nur einseitig sich informieren und nur unseren zensurierten westlichen Medien glauben. Solche die sich nur einseitig ""bilden"" und meinen sie wissen Bescheid, ignoriere ich oder Klo runter",de
  und immer schön den Mist von der Querdenker glauben und das Spenden/ Schenken nicht vergessen... ohne die Pandemie wären Ballweg und Anhänger nicht so Reich geworden und Leben jetzt in Südafrika...,und immer schön den Mist von der Querdenker glauben und das Spenden/ Schenken nicht vergessen... ohne die Pandemie wären Ballweg und Anhänger nicht so Reich geworden und Leben jetzt in Südafrika...,de
" Stimme ich dir zu. Sie haben niemanden etwas getan.

Ich tue ihnen auch nichts. Mein Spott zielt voll und ganz auf die Querdenker ab.
/PM",Stimme ich dir zu. Sie haben niemanden etwas getan. Ich tue ihnen auch nichts. Mein Spott zielt voll und ganz auf die Querdenker ab. /PM,de
