toxic_sentence,non_toxic_sentence,lang
ዛሬኮ ቫላንታይን ነው አናረግም ውዴ ? ጎንደሬ አመሰግናለሁ ትናንት አረኩ ??,ዛሬኮ ቫላንታይን ነው አናረግም ውዴ? ጎንደሬ አመሰግናለሁ ትናንት አረኩ??,am
 ወሬ ብቻ አሸባሪ ጎትታችሁ አምጥታችሁ ህዝቡን አስጨረሳችሁት። ህዝብ ሊደራጅ ሲል ስልጣናችሁን የሚወስድባችሁ ይመስላችኋል ጥቃት ሲመጣ መከላከል አትችሉም። አ,ህዝብ ሊደራጅ ሲል ስልጣናችሁን የሚወስድባችሁ ይመስላችኋል ጥቃት ሲመጣ መከላከል አትችሉም።,am
ስንት ንፅሃን ዜጐች ከተገደሉ ከተጨፈጨፉ በኋላ ነው ኦነጋዊው የብልግና ፓርቲ ባንዳዎች ከሃዲዎች ደም የሚጠግቡት?በኢትዮጵያ ታሪክ ታይቶም ተሰምቶም አይታወቅም ጦርነቱን ከትግራይ አውጡ,በኢትዮጵያ ታሪክ ታይቶም ተሰምቶም አይታወቅም ጦርነቱን ከትግራይ አውጡ,am
 አቋም ይኑራችሁ አንዴ ከወያኔ አንዴ ከኛ ኢትዮጵያውን ጋር ምንድን ነው? እንደ ሸሌ ብሩና ስልጣኑ ወዳለበት በመዝለል አታወዛግቡን።,አቋም ይኑራችሁ አንዴ ከወያኔ አንዴ ከኛ ኢትዮጵያውን ጋር ምንድን ነው? እንደ ብሩና ስልጣኑ ወዳለበት በመዝለል አታወዛግቡን።,am
Friends in workplace Abiy ነፍጠኛ ነው እንደሚስቱ.እሺ Abiy ኦነግ እያስገደለን ነው.እሺ Abiy ትግራይን አስጨረሰ . እሺ ወቃሾች ራሳችሁን ምሩ መጀመሪያ,Friends in workplace Abiy ኦነግ እያስገደለን ነው.እሺ Abiy ትግራይን አስጨረሰ. እሺ ራሳችሁን ምሩ መጀመሪያ,am
እግዚአብሔር ተዋጊ ነው። ስሙም እግዚአብሔር ነው ዘፀአት 15:3። ተዋጊ እንደሆነም ለገዳም አፍራሽ አሸባሪ የወያኔ ጁንታ 72ቱ ሰዐት ሲጠናቅ ያስመሰክራል።,እግዚአብሔር ተዋጊ ነው። ስሙም እግዚአብሔር ነው ዘፀአት 15:3። ተዋጊ እንደሆነም 72ቱ ሰዐት ሲጠናቅ ያስመሰክራል።,am
 የሰሜንን ተራራ እና የአየር ንብረት እኮ የሚያውቀው አማራው ስለሆነ ነው ወያኔን የወቃቸው:: ያንን ያገጠጠ ተራራን የማያውቀው ሃረሪ.ምፅ,የሰሜንን ተራራ እና የአየር ንብረት እኮ የሚያውቀው አማራው ስለሆነ ነው ወያኔን የወቃቸው:: ያንን ተራራን የማያውቀው ሃረሪ.,am
የኦሮሞ ልሂቃን ና አክቲቪስት እነደ በግ ግር ብሎ የሚነዳ ግሪሳ ሁላ ማን እነደሆነ ለይተዋል፡፡ዛሬ የለማን ፎቶ ብቅ አድርጎላቸዋል፤ትናንት የብርሃኑ ጁላን ንግግር ና የጅል መሮን ሞት፤ነገ ሌላ . ወዘተ,የኦሮሞ ልሂቃን ና አክቲቪስት እነደ በግ ግር ብሎ የሚነዳ ግሪሳ ሁላ ማን እነደሆነ ለይተዋል፡፡ዛሬ የለማን ፎቶ ብቅ አድርጎላቸዋል፤ትናንት የብርሃኑ ጁላን ንግግር ና መሮን ሞት፤ነገ ሌላ. ወዘተ,am
 ሰውን:ከአውሬ:የሚያስር:እርጉዝ በሳንጃ የሚተተትረው ቡድን እርቅና ወንድማማችነት ብለው ግዜ ሊገዙ መሞከራቸውን በደንብ ተረድተናል::,ሰውን:ከአውሬ:የሚያስር:እርጉዝ በሳንጃ የሚተተትረው ቡድን እርቅና ወንድማማችነት ብለው ግዜ ሊገዙ መሞከራቸውን በደንብ ተረድተናል::,am
ሀበሻ ምግብ ሲበላ ሚያወጣዉ ድምፅ ልማድ ሆኖበት kiss ሲያረግም ዉሻ የሚጠራ አይጠፋም?????,ሀበሻ ምግብ ሲበላ ሚያወጣዉ ድምፅ ልማድ ሆኖበት kiss ሲያረግም ሴት የሚጠራ አይጠፋም?????,am
 ጉድ digital ወያኔ መንጋጋሽ በቅርብ ይዘጋል ያኔ ደግሞ እንደ አመልሽ ልዋጭ ልዋጭ እያልሽ ስለላሽን ትጀምሪያለሽ,ጉድ digital መንጋጋሽ በቅርብ ይዘጋል ያኔ ደግሞ እንደ አመልሽ ልዋጭ ልዋጭ እያልሽ ስለላሽን ትጀምሪያለሽ,am
 ትግስተኛው የህዝብ አለኝታው ጦርነት በዚህ ሳምንት ይጠናቀቃል ጁንታው ለህግ ይቀርባል ወይም እዚያው ይቀበራል,ትግስተኛው የህዝብ አለኝታው ጦርነት በዚህ ሳምንት ይጠናቀቃል ጁንታው ለህግ ይቀርባል ወይም እዚያው ይቀበራል,am
ከ ትምክህተኛ የሱዳን ህዝብ ይቀርበናል ሲባል አሁን ነው በደንብ የገባኝ:: ኢትዮጵይዊ ወንድም ተብየው በገጀራ የትግራይን ህዝብ ሲገድል ጎረቤት አገር የተባለው ሱዳን ደግሞ በሩን ከፍ,ከ ትምክህተኛ የሱዳን ህዝብ ይቀርበናል ሲባል አሁን ነው በደንብ የገባኝ:: ኢትዮጵይዊ ወንድም ተብየው በገጀራ የትግራይን ህዝብ ሲገድል ጎረቤት አገር የተባለው ሱዳን ደግሞ በሩን ከፍ,am
 አሁን ቢያንስ በጨለማ ውስጥ ንብ አይነድፈኝም ፣ አልኮላሽም ፣ አልገደለም ምክንያቱም አፖል ምርጫዬ ነው።,አሁን ቢያንስ በጨለማ ውስጥ ንብ አይነድፈኝም ፣ አልኮላሽም ፣ አልገደለም ምክንያቱም አፖል ምርጫዬ ነው።,am
 በትክክል ኢትዮጵያ አድጋ ለሌሎችም መትረፍ ጀምራ ነበር እድሜ ለወያኔ ።በእነሱ የስራ ውጤት ነው ሌላው የሚላላጠው።,በትክክል ኢትዮጵያ አድጋ ለሌሎችም መትረፍ ጀምራ ነበር እድሜ ለወያኔ ።በእነሱ የስራ ውጤት ነው ሌላው የሚላላጠው።,am
ሌባ ሁሉ በቄሮ ስም የነገደ የገበያ ድንጋይ ሆኖ ቀረወጣቱ የሚሻው ትምህርት፤የሙያ ስልጠና፤የስራ እድል ነውሌላ ተጨማሪ ትውልድ ጠመንጃ ይዞ ዱር ለዱር እንገፍ እንገፍ ምን ያደርጋ,ወጣቱ የሚሻው ትምህርት፤የሙያ ስልጠና፤የስራ እድል ነውሌላ ተጨማሪ ትውልድ ጠመንጃ ይዞ ዱር ለዱር እንገፍ እንገፍ ምን ያደርጋ,am
 ኣንተ ኣህያ:: ትግርኛ ተናጋሪ ጅግና ነው:: ፈሳም መፈኮርና መዋሸት ብቻ:: ምነው ጠየቅ? ኣንበሳ መጣህልህ ያዝ እንግዲህ:: ፈሳም::,ትግርኛ ተናጋሪ ነው:: ፈሳም መፈኮርና መዋሸት ብቻ:: ምነው ጠየቅ? ኣንበሳ መጣህልህ ያዝ እንግዲህ:: ፈሳም::,am
 እግዚአብሔር አይናቸው ከሕዳሴ ግድብ ያንሳልን እያልኩ እየፀለይኩ ነው፤እነዚህ አውሬዎች እኔ ከሞትኩ ብለው ስትራክ እንዳያደርጉት ፥የእኛ ሚሳይል መከላከል ላይ,እግዚአብሔር አይናቸው ከሕዳሴ ግድብ ያንሳልን እያልኩ እየፀለይኩ ነው፤እነዚህ ሰዎች እኔ ከሞትኩ ብለው ስትራክ እንዳያደርጉት ፥የእኛ ሚሳይል መከላከል ላይ,am
 ተፈጸመ አበቃ አሁን ህገ-መንግስቱንም ቀይሩት በነካ እጃችሁም ኦነግን አጥፉልን ተብሎ ከትግራይ ህዝብ ታልፎ የኦሮሞ ህዝብ ላይም ሲፎከርና ያለእኛ ማን አለ ሲባል እ,ተፈጸመ አበቃ አሁን ህገ-መንግስቱንም ቀይሩት በነካ እጃችሁም ኦነግን አጥፉልን ተብሎ ከትግራይ ህዝብ ታልፎ የኦሮሞ ህዝብ ላይም ሲፎከርና ያለእኛ ማን አለ ሲባል እ,am
 Ethiopia | ተፈላጊ የጁንታው ኮረኔሎች በመቀሌ ባንክ ውስጥ ገንዘብ ሲያወጡ ተያዙ ፊደል ሚዲያ ስማቸውና ምስ . via ,Ethiopia | ተፈላጊ የጁንታው ኮረኔሎች በመቀሌ ባንክ ውስጥ ገንዘብ ሲያወጡ ተያዙ ፊደል ሚዲያ ስማቸውና ምስ. via,am
የጨረባ ምርጫ አምስት ጊዜ የተሳተፈ ኦፌኮ አሁን ትክክለኛ ምርጫ እምቢ ያለው ለካ ወያኔ የፈጠረው ነበር።አሜሪካ ዲሞክራት ሲመረጥ ሰላም ኢትዮጵያ ውስጥ አይፈልጉም።,የጨረባ ምርጫ አምስት ጊዜ የተሳተፈ ኦፌኮ አሁን ትክክለኛ ምርጫ እምቢ ያለው ለካ ወያኔ የፈጠረው ነበር።አሜሪካ ዲሞክራት ሲመረጥ ሰላም ኢትዮጵያ ውስጥ አይፈልጉም።,am
  አሸባሪውና አረመኔው ወያነህወሓት መከላከያው ላይ በፈፀመው አረመኔያዊ ድረጊት ቅጣቱን ያገኝ ዘንድ የቀረው ጥቂት ቀን ነው። በዚህ የሚሸበር ካ,ህወሓት መከላከያው ላይ በፈፀመው አረመኔያዊ ድርጊት ቅጣቱን ያገኝ ዘንድ የቀረው ጥቂት ቀን ነው።,am
  አይዞሽ ገለቴ ይ TDF ዱላ ያስለፈልፋል አለም ስይጣን እንደሆናቹ አውቋል ዳይ ወደጎጃም የትግራይ ህዝብኔና የኦሮሞ ህዝብ ተጣልቶ አያቅም ሙሉ ጎጃም በቅርቡ ሳንዱች ትሆኛለሽ,አይዞሽ ገለቴ ይ TDF ዱላ ያስለፈልፋል አለም ስይጣን እንደሆናቹ አውቋል ዳይ ወደጎጃም የትግራይ ህዝብኔና የኦሮሞ ህዝብ ተጣልቶ አያቅም ሙሉ ጎጃም በቅርቡ ሳንዱች ትሆኛለሽ,am
  ለትግራይ ህዝቢ ጥይት ሳይሆን ማጎርስ የነበራቹ ማር ነበር ግን ምን ዋጋ አለው ለደደብ ለማያስብ ለራሱ የራሱን ማንነት ያላወቀ የስው ማንነት አያውቅም ን,ለትግራይ ህዝቢ ጥይት ሳይሆን ማጎርስ የነበራቹ ማር ነበር ግን ምን ዋጋ አለው ለራሱ የራሱን ማንነት ያላወቀ የስው ማንነት አያውቅም,am
 አባይ ስል ትህነግ ሊሰለቅጥ አዘጋጅቶ የነበረውን መተከልን፣ ተከዜ ስልም እንዲሁ ትህነግ ሲልሰው የከረመውን ወልቃይትን ለመጠቆም እንጂ ቤተአምሐራ እነሆ።????,አባይ ስል ትህነግ ሊሰለቅጥ አዘጋጅቶ የነበረውን መተከልን፣ ተከዜ ስልም እንዲሁ ትህነግ ሲልሰው የከረመውን ወልቃይትን ለመጠቆም እንጂ ቤተአምሐራ እነሆ።????,am
    ሲበዛ ደደብ ነክ ከናንተ ጋር አህያ ብቻ ነው የሚቀላቀለው ::ዕድሜ ልካችሁን መርዛሞች እስኪ ስ,ሲበዛ ከናንተ ጋር አህያ ብቻ ነው የሚቀላቀለው ::ዕድሜ ልካችሁ እስኪ ስ,am
የአማራን ህዝብ እንወክላለን ብለው ሲያለቅሱ የነበሩት ሰዎች የት ጠፉ?አሁንም እኮ ህዝቡ እየተጨፈጨፈ ነው።ጩሁ፤አለቅሱ ስትባሉ ብቻ የምታለቅሱት?ሰው እንዴት አንዱ ሲታረድ ሌላው ደስ ይለዋል?,የአማራን ህዝብ እንወክላለን ብለው ሲያለቅሱ የነበሩት ሰዎች የት ጠፉ?አሁንም እኮ ህዝቡ እየተጨፈጨፈ ነው።ጩሁ፤አለቅሱ ስትባሉ ብቻ የምታለቅሱት?ሰው እንዴት አንዱ ሲታረድ ሌላው ደስ ይለዋል?,am
ያሳዝናል እናትንም አባትንም በአንድ ቀን ማጣት ምን አይነት ጭካኔ ነው ኦነግ አላህ ከምድረ ገፅ ያጥፋችሁ በሰፈራችሁት ቁና መሰፈራችሁ አይቀርም የተረገማችሁ ሰው በላዎች ናችሁ ምንም,ያሳዝናል እናትንም አባትንም በአንድ ቀን ማጣት ምን አይነት ነው ኦነግ አላህ ከምድረ ገፅ ያጥፋችሁ በሰፈራችሁት ቁና መሰፈራችሁ አይቀርም,am
ደብርጭ በደንብ አርጎ ከቀጠቀጣቸው ኋሏ የኛ ነው ሊሉ ጀመር። ደብርጭ ጎጃሜ ነው። ደብሪጭ ጉራጌ ነው።,ደብርጭ በደንብ አርጎ ከቀጠቀጣቸው ኋሏ የኛ ነው ሊሉ ጀመር። ደብርጭ ጎጃሜ ነው። ደብሪጭ ጉራጌ ነው።,am
ሺ ፈሳም አንድ ጎማ አይነፋም።።። ለመተከልና ለወለጋ እነዚህ ብቻ በቂ ናቸው ገዳዮችንና አስገዳዮችን አፈር ድሜ ለማስገባት ይሄ ሃቅ ነው???? AmharaGenocide,ሺ ፈሳም አንድ ጎማ አይነፋም።።። ለመተከልና ለወለጋ እነዚህ ብቻ በቂ ናቸው ገዳዮችንና አስገዳዮችን አፈር ድሜ ለማስገባት ይሄ ሃቅ ነው????,am
  የናንተ በተሸናፊነት ሲጠናቀቅ አሁን ደግሞ ለሱዳን መዘገብ ጀመርክ ሸርሙጣ ሲያረጅ አቃጣሪ ይሆናል አሉ መልካም የስራ ዘመን,የናንተ በተሸናፊነት ሲጠናቀቅ አሁን ደግሞ ለሱዳን መዘገብ ጀመርክ ሲያረጅ አቃጣሪ ይሆናል አሉ መልካም የስራ ዘመን,am
 የአማራ ህዝብ እኮ ወድምህ ነዉ ስትለው ከአማራ ህዝብ የሱዳን ህዝብ ይቀርበናል የሚል የድድብና ቁንጮ አፍ አውጥቶ ድድብናን ሲረግም አይገርምም።,የአማራ ህዝብ እኮ ወድምህ ነዉ ስትለው ከአማራ ህዝብ የሱዳን ህዝብ ይቀርበናል የሚል አፍ አውጥቶ ሲረግም አይገርምም።,am
 ቡዳ ስለሆኑ ያሳመሙትን ሕዝብ እንዳይበሉት ነው ??,መጥፎ ስለሆኑ ያሳመሙትን ሕዝብ እንዳይበሉት ነው??,am
   ከ27 ዓመት ሌላ ምን ይምጣ? የወያኔ መንግሥት ተጨማሪ 27 አመት ቢቆይ አንኳን አሁን የተሠራውን ሩብ አይሠራም ነበረ። ይልቁንም እንደጀ,ከ27 ዓመት ሌላ ምን ይምጣ? የወያኔ መንግሥት ተጨማሪ 27 አመት ቢቆይ አንኳን አሁን የተሠራውን ሩብ አይሠራም ነበረ። ይልቁንም እንደጀ,am
 ተው ሻእቢያን ተው ለጊዜው ወያኔን ግን ደህና አድርገህ አቅምስልኝ??,ተው ሻእቢያን ተው ለጊዜው ወያኔን ግን ደህና አድርገህ አቅምስልኝ??,am
  ደደቡ ምን ታድያ ምን ያናድሀል አሉላ እኮ ልክ ነው አህያ ጋር መኖር ይብቃናል ።,ምን ታድያ ምን ያናድሀል አሉላ እኮ ልክ ነው ሰው ጋር መኖር ይብቃናል ።,am
  እኔ እሚያሳዝኑኝ በወያኔ የተጨፈጨፉት ንፁሃን ናቸው(ትግራይን ሲጠበቅ ሳያስበው በሰቅጣጭ መልኩ የተጨፈጨፈው ኢትዮጲያዊው መከላከያ ሃይል ጨምሮ) . በዚ,እኔ እሚያሳዝኑኝ በወያኔ የተጨፈጨፉት ንፁሃን ናቸው(ትግራይን ሲጠበቅ ሳያስበው በሰቅጣጭ መልኩ የተጨፈጨፈው ኢትዮጲያዊው መከላከያ ሃይል ጨምሮ),am
አሁን ምርጫችሁ በባለጌ ትህነጋውያን እና በሃገራችሁ ኢትዮጵያ መሃል ነው። ምስኪኑን የትግራይ ህዝብ ሁለቴ አትግደሉት። ትህነግ የገደለችው ይበቃል። by Sisay Wagnew,አሁን ምርጫችሁ በትህነጋውያን እና በሃገራችሁ ኢትዮጵያ መሃል ነው። ምስኪኑን የትግራይ ህዝብ ሁለቴ አትግደሉት። ትህነግ የገደለችው ይበቃል።,am
 አሁን አገሪቱን አያስተዳደር ያለው እና ራሱ ብልፅግና ብሎ የሚጠራው ቡድን ኢትዮጵያን የፈጠረው ፈጣሪ ነው ይለናል በመሠረቱ ፈጣሪ ሰውን እንደፈጠረ እንጅ አገርን ፈጠረ የሚል እንዳለ,አሁን አገሪቱን አያስተዳደር ያለው እና ራሱ ብልፅግና ብሎ የሚጠራው ቡድን ኢትዮጵያን የፈጠረው ፈጣሪ ነው ይለናል በመሠረቱ ፈጣሪ ሰውን እንደፈጠረ እንጅ አገርን ፈጠረ የሚል እንዳለ,am
እየተሰራ ያለው የግፍ ብዛት እና ዐይነት ከሰውነት ተራ አውጥቶ እንደ እነሱ ወደ በቀል፣ ጭካኔ እና አረመኔነት ተራ እንዳይወስደን እፈራለሁ። TigrayGenocide,እየተሰራ ያለው የግፍ ብዛት እና ዐይነት ከሰውነት ተራ አውጥቶ እንደ እነሱ ወደ በቀል፣ ጭካኔ እና አረመኔነት ተራ እንዳይወስደን እፈራለሁ።,am
 ምላስ ብቻ ይሄ ሁሉ ሰራዊት እናንተን ለማጥፋት ያሰፈሰፈ ነበር ግን ባጭር ቀራችሁ,ይሄ ሁሉ ሰራዊት እናንተን ለማጥፋት ያሰፈሰፈ ነበር ግን ባጭር ቀራችሁ,am
ኦነግ የአማራን ንፁህ አርሶ አደር አርሶ ባበላ ሊገድሉት እንዲህ አቅርበውታል መንግስትም የለ።,ኦነግ የአማራን ንፁህ አርሶ አደር ሊገድሉት እንዲህ አቅርበውታል መንግስትም የለ።,am
የአማራ ብሄር ጨቋኝነት ትርክት በመራገቡና ለዚህ እኩይ ሴራ በመጋለጡ በየቦታው ያለኃጥያቱ ንፁህ ደሙ በከንቱ ፈሷል:: ከአኗኗር አሰበጣጠሩ ጋር በተያያዘ በተለያዩ አፈናና ጥቃት ቀለበ,የአማራ ብሄር ጨቋኝነት ትርክት በመራገቡና ለዚህ ሴራ በመጋለጡ በየቦታው ያለኃጥያቱ ንፁህ ደሙ በከንቱ ፈሷል:: ከአኗኗር አሰበጣጠሩ ጋር በተያያዘ በተለያዩ አፈናና ጥቃት ቀለበ,am
  ትግራይ ብቻ ሳትሆን መላው ሃገራችን ሰላም ትሆናለች ከእንግዲህ ገንዘብ እየተከፈላቸው ሀገር የሚያምሱትም አብረው ከጁንታው ጋር እንደ ጨው ሟሙተው ይጠፋሉ ።,ትግራይ ብቻ ሳትሆን መላው ሃገራችን ሰላም ትሆናለች ከእንግዲህ ገንዘብ እየተከፈላቸው ሀገር የሚያምሱትም አብረው ከጁንታው ጋር ይጠፋሉ ።,am
 የትግራይ ህዝብን የሚነካ ማንም የለም፣ ምክኒያቱም ፀቡ ከነሱ ሳይሆን ከአውሬው ቡድን ትህነግ ጋር ብቻ ነው የትግራይን ህዝብ ድሮም_አሁንም አታውቁትም በስሙ ነገዳቹህ እንጂ።,የትግራይ ህዝብን የሚነካ ማንም የለም፣ ምክኒያቱም ፀቡ ከነሱ ሳይሆን ከአውሬው ቡድን ትህነግ ጋር ብቻ ነው የትግራይን ህዝብ ድሮም_አሁንም አታውቁትም በስሙ ነገዳቹህ እንጂ።,am
ስንቱን አስመሳይ አየን አንድም ስለአማራ የተፈናቀሉ ያወራ የለም እንኳን ገቢ ሊሰበስቡላቸው አርቲስቶች መዝግበናል,ስንቱን አየን አንድም ስለአማራ የተፈናቀሉ ያወራ የለም እንኳን ገቢ ሊሰበስቡላቸው አርቲስቶች መዝግበናል,am
 እንደዚሁ እንደሚጮኽ ነው የምንገድልህ። በዚህ ምድር ላይ እናንተን ከማጥፋት የሚያስቆመን ምንም ኃይል የለም ጆ ባይደንም ቢሆን እንዳንተ አፉን ከፍቶ ይቀራል እ,እንደዚሁ እንደሚጮኽ ነው የምንገድልህ። በዚህ ምድር ላይ እናንተን ከማጥፋት የሚያስቆመን ምንም ኃይል የለም ጆ ባይደንም ቢሆን እንዳንተ አፉን ከፍቶ ይቀራል,am
 ስለምናባህ investigation ነው ምታወራው ህዝቡም ምኑም ኋላቀር እንስሳ ኦነግ ነው እዛ ሚኖረውም አማራ ትክከለኛ መረጃ ከሰጠ በሰው በላዎቹ ጭራቅ ዘመዶችህ,ስለምናባህ investigation ነው ምታወራው ህዝቡም ምኑም ኋላቀር እንስሳ ኦነግ ነው እዛ ሚኖረውም አማራ ትክከለኛ መረጃ ከሰጠ,am
 ከህወሃት ጋር ሰላም አያስፈልግም። ህወሃት አይቀጡ ቅጣት ነው መቀጣት ያለበት። ከዛ እንደ ናዚ ታሪክ ይሆናል።,ከህወሃት ጋር ሰላም አያስፈልግም። ህወሃት አይቀጡ ቅጣት ነው መቀጣት ያለበት። ከዛ እንደ ናዚ ታሪክ ይሆናል።,am
 ዘመቻውን ይቀላቀሉ ቲዊተር ላይ ብቻ መሳደብ ህወሃትን አያጠፋም::,ዘመቻውን ይቀላቀሉ ቲዊተር ላይ ብቻ መሳደብ ህወሃትን አያጠፋም::,am
ትግሬ ህወሓትን የደገፈው ጥቅሜን ያስከብርልኛል ብሎ ነው ። ነፍጠኛ አብይ አምባገነን ሆኖ ይቀጥል ሲል ከአማራ ውጪ ያለውን ያስርልኛል፡ ይገድልልናል ብሎ ነው። የኦሮሞን ፡ የወላይ,ትግሬ ህወሓትን የደገፈው ጥቅሜን ያስከብርልኛል ብሎ ነው ። አብይ አምባገነን ሆኖ ይቀጥል ሲል ከአማራ ውጪ ያለውን ያስርልኛል፡ ይገድልልናል ብሎ ነው።,am
የነዚ ቆሻሾችን የሶሻል ሚዲያ ውንብድና ማየት ነው ያስጠላኝ።አረመኔዎች Ethiopia,የነዚ ሰዎች የሶሻል ሚዲያ ውንብድና ማየት ነው ያስጠላኝ።Ethiopia,am
ሰይጣን በነሱ ላይ አድሮ ኦርቶዶክስ እንድትጠላ እየሰራ ነው።ዘንድሮ ዲያቆኖች ብሶባቸዋል።,በነሱ ላይ አድሮ ኦርቶዶክስ እንድትጠላ እየሰራ ነው።ዘንድሮ ዲያቆኖች ብሶባቸዋል።,am
 ገዳዩም ደፋሪውም አሸባሪው ጁንታ ነው::,ገዳዩም ደፋሪውም አሸባሪው ጁንታ ነው::,am
  ወያኔ ፈሪ: ምላሱ ረጅም ነው። ጉራ . ብቻ: ፈሳም ሁሉ ?? ይህንን ሁሉ መሳሪያ ተሸክመው: በ13 ቀን ውጊያ ተሸንፈው: እንደ,ምላሱ ረጅም ነው። ጉራ. ብቻ: ይህንን ሁሉ መሳሪያ ተሸክመው: በ13 ቀን ውጊያ ተሸንፈው: እንደ,am
፪/፪ . የአሸባሪው ህወሓት ርዝራዦች ተወካይ ብሔርተኞች ለ6 ቀናት በዙም ተሰብስበው ሰንብተዋል። ተሰብሳቢዎቹ ከውጭም ከሀገር ውስጥም የተካተቱ ሲሆን በረሃ ካሉት የኪዳነ አመነና,፪/፪. የአሸባሪው ህወሓት ርዝራዦች ተወካይ ብሔርተኞች ለ6 ቀናት በዙም ተሰብስበው ሰንብተዋል። ተሰብስቢዎቹ ከውጭም ከሀገር ውስጥም የተካተቱ ሲሆን በረሃ ካሉት የኪዳነ አመነና,am
 Amen እንካን የኤርትራ ቂጥ ላሽነትና የ ሱዳን ተንበርካኪነት ኣደረሳችሁ፡ እኛ ተጋሩ ግን የዚህ መጥፎ ታሪካቹ ተካፋይ ኣይደለንም ዋእ ምድረ ፈሪ ሁላ።,Amen እንካን የኤርትራ መጥፎነትና የ ሱዳን ተንበርካኪነት ኣደረሳችሁ፡ እኛ ተጋሩ ግን የዚህ መጥፎ ታሪካቹ ተካፋይ ኣይደለንም,am
  ሀገር እቃቃ አደለችም ይህን ጊዜ በጥበብ ለማለፍ እናስተውል ግን የስው ልጅ በቁሙ ታርዶ ፌዝ አይሰራም:በኦነግ ላይ አስቸኳይ እርምጃ እንዲወስ,ሀገር እቃቃ አደለችም ይህን ጊዜ በጥበብ ለማለፍ እናስተውል ግን የስው ልጅ በቁሙ ታርዶ አይሰራም:በኦነግ ላይ አስቸኳይ እርምጃ እንዲወስ,am
የአህያ ባል ከጅብ አያስጥልም እንደምባለው ህወሓት የትግራይን ህዝብ ምንም ላይፈይድ እሳት ላይ ማግዶ ላይመለስ ተሸበለለ። የተቀረውን የኢትዮጵያ ህዝብ ደግሞ መጥፎ በማይድን ቫይረስ በክሎ ፈውስ ርቆታል።,ህወሓት የትግራይን ህዝብ ምንም ላይፈይድ እሳት ላይ ማግዶ ላይመለስ ተሸበለለ። የተቀረውን የኢትዮጵያ ህዝብ ደግሞ በማይድን ቫይረስ በክሎ ፈውስ ርቆታል።,am
 ውድ PM አቢይ:የኢትዮጲያ:ሕዝብ:ከአሁን:በሁአላ:ሕዎሃትየሚባለውንድርጅት:ስሙን:እንኩዋን:መስማትአይፈልግም::በሰራው:ወንጀል:አሸባሪ:ተብሎከዘረኛ:አይዲዮሎጅው ጋር,ውድ PM አቢይ:የኢትዮጲያ:ሕዝብ:ከአሁን:በሁአላ:ሕዎሃትየሚባለውንድርጅት:ስሙን:እንኩዋን:መስማትአይፈልግም::በሰራው:ወንጀል:አሸባሪ:ተብሎከዘረኛ:ጋር,am
 እንደ ብልጽግና ብልግና ፓርቲ መሪዎች፣ ካድሬዎችና ደጋፊዎች የመሰለ ደንቆሮ የለም። Ethiopia,እንደ ብልጽግና ፓርቲ መሪዎች፣ ካድሬዎችና ደጋፊዎች የመሰለ ሰው የለም። Ethiopia,am
   እግዚአብሔር አማራውን ትረፍ ሲለው ወያኔና ሻህቢያ ተጣሉ። እስካሁን አብረው ቢሆኑ አንድ አማራ ኢትዮጵያ ላይ በህይወት አ,እግዚአብሔር አማራውን ትረፍ ሲለው ወያኔና ሻህቢያ ተጣሉ። እስካሁን አብረው ቢሆኑ አንድ አማራ ኢትዮጵያ ላይ በህይወት አ,am
በሞጣ መስጊድ ጉዳይ ከላይ እስከታች የተንገላቱ ሀዘናቸው ቅጥ አጥቶ የነበሩት ሰዎች ጉራፈርዳ ለታረደው ወገናቸው ምነው ዝምታን መረጡ? የማምለኪያ ቤት ወይስ የፈጣሪ የእጅ ስራ የሰው,በሞጣ መስጊድ ጉዳይ ከላይ እስከታች የተንገላቱ ሀዘናቸው ቅጥ አጥቶ የነበሩት ሰዎች ለታረደው ወገናቸው ምነው ዝምታን መረጡ? የማምለኪያ ቤት ወይስ የፈጣሪ የእጅ ስራ የሰው,am
 ህወሓት ኢትዮጵያን የመበተን መጥፎ የሴራ እስትራቴጂ የጀመረው ደም ተከፍሎባት የቆየችዋን ሰንደቅዓላማችን ላይ የገመድ አጥር አጥሮ ኮኮብ ንቅሳት ነቅሶ ለጥፎ በ,ህወሓት ኢትዮጵያን የመበተን መጥፎ እስትራቴጂ የጀመረው ደም ተከፍሎባት የቆየችዋን ሰንደቅዓላማችን ላይ የገመድ አጥር አጥሮ ኮኮብ ንቅሳት ነቅሶ,am
እንደ እስስት የሚለዋወጠው የጁንታው ዘንዶ ራሱ ተቆርጦ የቀረው አካሉ ነው በመተከል፣በሆሮ ጉድሩ የሚወራጨው፣ዕድሜው አጭር ነው፣አፈር ይለብሳል፣ ተረት ይሆናሉ,እንደ እስስት የሚለዋወጠው የጁንታው ዘንዶ ራሱ ተቆርጦ የቀረው አካሉ ነው በመተከል፣በሆሮ ጉድሩ የሚወራጨው፣ዕድሜው አጭር ነው፣አፈር ይለብሳል፣ ተረት ይሆናሉ,am
