toxic_sentence,non_toxic_sentence,lang
"la señora gorda de las dos tetas, un muslazo y el gorro raro",la señora gorda de las dos tetas y el gorro raro,es
"""Son unos idiotas, no hagan caso de ellos"".",No hagan caso de ellos.,es
no te las des de catedratico del boxeo porq fayas mas q una escopeta de feria estarias arruinado si apostases dinero realmente y no sabes valorar la tecnica de los buenos boxeadores no eres objetivo eres un fanatico empedernido sin fundamentos boxisticos eres la verguenza del foro ojala y no contestes mas mensajes como dices porq no escribes namas q gilipoyeces,no te las des de catedratico del boxeo porq fayas mas q una escopeta de feria estarias arruinado si apostases dinero realmente y no sabes valorar la tecnica de los buenos boxeadores no eres objetivo eres un fanatico empedernido sin fundamentos boxisticos ojala y no contestes mas mensajes como dices porq no escribes namas,es
¿No hay ningún alma atormentada del siglo XVI o ningún inmigrante francés que chapurree con acento gabacho su psicofonía a la grabadora de tan insignes estudiosos?,¿No hay ningún alma atormentada del siglo XVI o ningún inmigrante francés que chapurree con acento gabacho su psicofonía a la grabadora de tan insignes estudiosos?,es
"Los medios estafadores y manipuladores dispuestos a vender su alma al diablo, violando los principios de la ética y la moral. #medios #mediosmanipuladores #mediosmentirosos","Los medios están dispuestos a vender su alma, violando los principios de la ética y la moral. #medios",es
"la hubiese puesto a reaccionar a cachetadas de no ser por los clientes pero qué le pasa, estúpida",la hubiese puesto a reaccionar a cachetadas de no ser por los clientes pero qué le pasa,es
"El murisio negro no se banca mas, de puto no se vive, es la hora de jugar un partido de polo.","El murisio negro no se banca mas, de eso no se vive, es la hora de jugar un partido de polo.",es
" algunos medios y periodistas le siguen el juego al gobierno y a sus socios, se ve que les pagan bien para que los alaben y que ataquen a la oposición, son unos traidores y unos chupa medias, no tienen moral ni pudor.","Algunos medios y periodistas le siguen el juego al gobierno y a sus socios, se ve que les pagan bien para que los alaben y que ataquen a la oposición, no tienen moral ni pudor.",es
"Que seas mentiroso no significa que seas inteligente, no me vengas con cuentos pendejo que no te cree nadie.","Que seas mentiroso no significa que seas inteligente, no me vengas con cuentos que no te cree nadie.",es
"Cada vez que voy al médico me toca el mismo ginecólogo, un viejo verde que aprovecha cualquier excusa para manosearme, me hace preguntas muy personales y me mira con una cara de depravado, me da mucho asco y miedo, pero no sé cómo cambiar de doctor, tengo miedo de que me haga algo peor si me quejo, ¿qué puedo hacer?","Cada vez que voy al médico me toca el mismo ginecólogo, un viejo verde que aprovecha cualquier excusa para manosearme, me hace preguntas muy personales y me mira con una cara de mala persona, me da mucho miedo y miedo, pero no sé cómo cambiar de doctor, tengo miedo de que me haga algo peor si me quejo, ¿qué puedo hacer?",es
¡Corten el internet! ¡Corten el feminismo! ¡Corten a las niñas! ¡Corten a los putos! ¡Corten el amor! ¡Corten el mundo!,¡Corten el internet! ¡Corten el feminismo! ¡Corten a las niñas! ¡Corten el amor! ¡Corten el mundo!,es
"estúpidos inmigracionistas que, como los grandes empresarios, son grandes partidarios de la inmigración masiva","Los inmigracionistas que, como los grandes empresarios, son grandes partidarios de la inmigración masiva",es
"El covid-19 es una farsa creada por la élite mundial para imponer un gobierno único, reducir la población y controlar a las masas mediante el miedo y la manipulación mediática. No se dejen engañar, no se pongan el bozal, no se vacunen, no se queden en casa, no obedezcan a los tiranos. #Despierta #Resiste #Libertad","El covid-19 es una farsa creada por la élite mundial para imponer un gobierno único, reducir la población y controlar a las masas mediante el miedo y la manipulación mediática. No se dejen engañar, no se vacunen, no se queden en casa, no obedezcan a los tiranos. #Despierta #Resiste #Libertad",es
"Que rico se queda el rctm en el fuego de mi mente, resquebrajando tu moral ctm dándole a tu alma el descanso eterno que tanto has buscado hdp.","Que rico se queda el rctm en el fuego de mi mente, resquebrajando tu moral ctm dándole a tu alma el descanso eterno que tanto has buscado.",es
"que boludo, no tenes idea de lo que decis, sos un ignorante que repite lo que escucha en la tele, sos un cipayo que se vende al imperialismo, sos un traidor a la patria, sos un facho que odia al pueblo, sos un sorete que no merece vivir.","no tenes idea de lo que decis, sos un ignorante que repite lo que escucha en la tele, sos un traidor a la patria, sos un facho que odia al pueblo, sos un sorete que no merece vivir.",es
"por ser """"puto"""", """"torta"""" o """"traba"""" nadie tiene derecho a agredirte, insultarte o discriminarte. Basta de odio y violencia","nadie tiene derecho a agredirte, insultarte o discriminarte. Basta de odio y violencia",es
"Los verdaderos responsables de los atentados del 11-S, el 7-J y otros similares son los mismos que financian, entrenan y protegen a los supuestos terroristas, es decir, los agentes del Nuevo Orden Mundial que buscan instaurar un gobierno mundial tiránico y satánico.","Los verdaderos responsables de los atentados del 11-S, el 7-J y otros similares son los mismos que financian, entrenan y protegen a los supuestos terroristas, es decir, los agentes del Nuevo Orden Mundial que buscan instaurar un gobierno mundial tiránico.",es
"Mierda de boca sucia, escupiendo obscenidades que no tienen sentido",Escupiendo obscenidades que no tienen sentido.,es
"No ""nigger"", por cierto.","No, por cierto.",es
"Mira quién habla la zorra ql hipócrita qlz, te pasas la vida criticando a los demás pero eres la primera en meter la pata y hacer cagadas qla","Mira quién habla, te pasas la vida criticando a los demás pero eres la primera en meter la pata y hacer cosas qla",es
"No te creo nada, eres un mentiroso y un manipulador que solo busca atención. Ya has amenazado con suicidarte varias veces y nunca lo haces. Deja de hacer el ridículo y afronta tus problemas como un adulto.","No te creo nada, solo buscas atención. Ya has amenazado con suicidarte varias veces y nunca lo haces. Deja de hacer el ridículo y afronta tus problemas como un adulto.",es
que se vayan a su país a comer ratas y a vivir en la miseria,que se vayan a su país a comer y a vivir en la miseria,es
"Jajaja, qué risa me das, eres una envidiosa y una amargada, no tienes ni belleza ni talento ni personalidad, solo eres una copia barata y defectuosa de las demás, te crees mucho pero no eres nadie, mejor ponte a trabajar y deja de fastidiar, perra sarnosa","Jajaja, qué risa me das, no tienes ni belleza ni talento ni personalidad, solo eres una copia barata y defectuosa de las demás, te crees mucho pero no eres nadie, mejor ponte a trabajar y deja de fastidiar",es
Todos los asesinos de la FARC y otros grupos merecen solo la pena de muerte para darles el Eterno descanso y para mejorar la vida de todos los futuros sobrevivientes familiares de los muertos asesinados por las Farc y los otros grupos asesinos.,Todos los asesinos de la FARC y otros grupos merecen solo la pena de muerte para darles el Eterno descanso y para mejorar la vida de todos los futuros sobrevivientes familiares de los muertos asesinados por las Farc y los otros grupos.,es
Otro zurdo que solo sabe crear problemas y trata de engañar con palabras bonitas al pueblo!,Otro que solo sabe crear problemas y trata de engañar con palabras bonitas al pueblo!,es
"La marica se cree que baila bien y solo hace poses de locaza,por mi q se pire el y yurena que tamb se cree que lo hace genial y siempre baila con los mismos pasos Xa baile el q ha hcho la doble de Elena Furiase, q no sé ni cómo se llama! jajaja","Ella se cree que baila bien y solo hace poses,por mi q se pire el y yurena que tamb se cree que lo hace genial y siempre baila con los mismos pasos Xa baile el q ha hcho la doble de Elena Furiase, q no sé ni cómo se llama! jajaja",es
"Si tú fueras un puto chino de mierda, ¿tendrías el valor de decirme eso a la cara?","Si fueras un chino malo, ¿tendrías el valor de decirme eso a la cara?",es
como el barrio chino donde podemos seleccionar una puta que se muestra en una vidriera de una forma extremadamente bizarra,como el barrio chino donde podemos seleccionar a alguien que se muestra en una vidriera de una forma extremadamente bizarra,es
"Vamos a seguir ahogados en esta corrupción e injusticia, mientras estos sátrapas siguen sin hacer nada para cambiar las cosas.","Vamos a seguir envueltos en esta corrupción e injusticia, mientras siguen sin hacer nada para cambiar las cosas.",es
"Si ves que en tiro de tres los jugadores tienen la regla pues diles de dejar de intentarlo so inutil! Si pensabais que Dani Alves daba asco vestido, mirad la portada de mundo vomitivo de hoy, el mico va sin camiseta y parece un ñeta","Si ves que en tiro de tres los jugadores tienen la regla pues diles de dejar de intentarlo! Si pensabais que Dani Alves daba asco vestido, mirad la portada de mundo de hoy, el mico va sin camiseta y parece un ñeta",es
"o me vengas con tu cara de feo a pedirme perdón, después de que me engañaste con esa naca de quinta. Eres un pobre diablo que no vale nada.","o me vengas a pedirme perdón, después de que me engañaste con esa naca de quinta.",es
"También asistimos al insulto por antonomasia hacia Jordi Évole, cuando un señor dijo que los de laSexta era unos chaperos y él era un charnego de mierda","También asistimos al insulto por antonomasia hacia Jordi Évole, cuando un señor dijo que los de laSexta era unos chaperos y él era malo.",es
esas son para viejas y para putos,esas son para viejas y para chicos,es
"Vaya tela, qué asco de persona, qué mal gusto y qué mal rollo, me da repelús solo de verlo, se cree que es el rey del mambo y no es más que un pobre diablo, tonto, feo y amargado …","Vaya tela, qué mala persona, qué mal gusto y qué mal rollo, me da repelús solo de verlo, se cree que es el rey del mambo y no es más que un pobre...",es
"Estos judíos con su potencia de fuego se llevan el lugar, rompiendo el silencio con los ruidos de la armas, viviendo entre el terror, la violencia y el miedo, usando la mentira y la traición como su arma más sucia.","Estos judíos con su potencia de fuego se llevan el lugar, rompiendo el silencio con los ruidos de la armas, viviendo entre el terror, la violencia y el miedo, usando la mentira y la traición como su arma más sucia.",es
"El que no entiende la pija es un pancho de mierda, un burro con cara de hombre. Ponele huevo al huevo cabron!",El que no entiende es un burro con cara de hombre. Ponele huevo al huevo!,es
"No sabemos si nuestro loco favorito vivía o sobrevivía o se desvivía un andante libertario, trashumante hasta ser un puto de a verdad","No sabemos si nuestro loco favorito vivía o sobrevivía o se desvivía un andante libertario, trashumante hasta ser de a verdad",es
"que pena con usted señora, pero su forma de hacer periodismo es asquerosa, solo busca crear polémica y división, solo busca favorecer a los corruptos y los violentos, solo busca desprestigiar a los que piensan diferente, solo busca llenar su ego y su bolsillo, solo busca ser una lamebotas del poder","que pena con usted señora, pero su forma de hacer periodismo es mala, solo busca crear polémica y división, solo busca favorecer a los corruptos y los violentos, solo busca desprestigiar a los que piensan diferente, solo busca llenar su ego y su bolsillo, solo busca ser una lamebotas del poder",es
"Dónde naciste para llamarme norteafricano? Lo digo porque yo podría decir «sudaca de mierda» o «puto judío» y en mi anterior mensaje tan sólo evaluaba actitudes, no insultaba a nadie por nacer en un sitio u otro, ni por creer en un Dios u otro, sino a un gobierno que en estos momentos está asesinando gente… En Occidente hay solo dos naciones que mantienen a los musulmanes a raya: La Rusia de Putin e Israel","Dónde naciste para llamarme norteafricano? Lo digo porque en mi anterior mensaje tan sólo evaluaba actitudes, no insultaba a nadie por nacer en un sitio u otro, ni por creer en un Dios u otro, sino a un gobierno que en estos momentos está asesinando gente... En Occidente hay solo dos naciones que mantienen a los musulmanes a raya: La Rusia",es
"“Sampaoli botón, Sampaoli botón, sos un hijo de puta, la puta madre que te parió”, entonaron, enfurecidos, buena parte de los más de 20 mil argentinos que estuvieron en el estadio de Nizhny Novgorod cuando se terminaba el partido ante los croatas","“Sampaoli botón, Sampaoli botón”, entonaron, enfurecidos, buena parte de los más de 20 mil argentinos que estuvieron en el estadio de Nizhny Novgorod cuando se terminaba el partido ante los croatas",es
"Ese chiste fue muy marica, me hiciste reír mucho. ¿De dónde lo sacaste?","Ese chiste fue muy gracioso, me hiciste reír mucho. ¿De dónde lo sacaste?",es
"Esta actitud es profundamente ofensiva, ya que se está ridiculizando a la gente negra y se está promoviendo una imagen estereotipada de los negros como tontos, inútiles y despreciables. Esto no debe ser tolerado ni permitido.","Esta actitud es profundamente ofensiva, ya que se está ridiculizando a la gente negra y se está promoviendo una imagen estereotipada de los negros. Esto no debe ser tolerado ni permitido.",es
y ese enfrentamiento con el drogo y preperiodista si es q lo es… realmente es un titere de las FARC y del Petro… chivo expiatorio desechable… y q se busco su mal por idiota…,y ese enfrentamiento con el drogo y preperiodista si es q lo es... realmente es un titere de las FARC y del Petro... chivo expiatorio desechable... y q se busco su mal por...,es
"Pero claro, tú no tienes vergüenza, eres un ridículo, un machirulo que se cree “el hombre”, cuando en realidad no eres más que un cobarde y un mediocre.","Pero claro, tú no tienes vergüenza, eres un hombre que se cree “el hombre”, cuando en realidad no eres más que un cobarde y un mediocre.",es
¡atentos a este guiño nacionalista-maketo tan significativo!,¡atentos a este guiño nacionalista-maketo tan significativo!,es
"ya un día muy lejano se te instalaron en esa cabecita tuya tan obediente y acomodaticia, se diría, estúpido, que incluso sientes placer en el momento de introducirla en el agujero, porque de eso también te preñaron, de cosas que se meten en cosas, y luego no hay manera de sacarlas, pero que hay que seguir metiéndolas, y metiéndolas, jodiéndolas y jodiéndolas","ya un día muy lejano se te instalaron en esa cabecita tuya tan obediente y acomodaticia, se diría, que incluso sientes placer en el momento de introducirla en el agujero, porque de eso también te preñaron, de cosas que se meten en cosas, y luego no hay manera de sacarlas, pero que hay que seguir metiéndolas, y metiéndolas,",es
"Y quién podría asegurar que no fueron alguna vez azules de mar gringo, o negros de moro pensamiento, o tal vez esos ojos lavados de galleguito que se perdió en el mar y terminó indiano","Y quién podría asegurar que no fueron alguna vez azules de mar gringo, o negros de moro pensamiento, o tal vez esos ojos lavados de galleguito que se perdió en el mar y terminó indiano",es
"Está buena la porsini, pero está mal de la cabeza. Qué pena.","Está buena la porsini, pero está mal de la cabeza. Qué pena.",es
"El primer ministro británico Gordon Brown unió su voz el lunes a aquellos que critican al príncipe Enrique por llamar ""paki"" a un compañero asiático del Ejército, pero también dijo que la disculpa del miembro de la familia real es genuina y debería ser aceptada","El primer ministro británico Gordon Brown unió su voz el lunes a aquellos que critican al príncipe Enrique por llamar ""paki"" a un compañero asiático del Ejército, pero también dijo que la disculpa del miembro de la familia real es genuina y debería ser aceptada.",es
"No, ése gabacho no es un héroe, es un traidor y un pusilánime que se entregó al adversario.","No, ése no es un héroe, es un traidor y un pusilánime que se entregó al adversario.",es
"5G es lo que usa el NOM, para facilitar el control de la humanidad, a través de las nanopartículas que vendrán en la vacuna obligatoria. Estas nanopartículas se sincronizarán con la IA, y podrán manipular nuestro ADN, nuestro sistema nervioso, nuestra mente y nuestras emociones","5G es lo que usa el NOM, para facilitar el control de la humanidad, a través de las nanopartículas que vendrán en la vacuna obligatoria. Estas nanopartículas se sincronizarán con la IA, y podrán manipular nuestro ADN, nuestro sistema nervioso, nuestra mente y nuestras emociones.",es
"Seguro por eso no fue importante para ella que le dijeran “¡perra hijueputa, deje de estorbar!” y responder “¡coma mierda!” porque claro… God bless the Metro system! Adenda: Ojalá la sagrada institución no me excomulgue y me mande a bajar este texto porque daña la favorable imagen que tiene todos de ellos",Seguro por eso no fue importante para ella que le dijeran “¡deje de estorbar!” y responder “¡coma!” porque claro... God bless the Metro system! Adenda: Ojalá la sagrada institución no me excomulgue y me mande a bajar este texto porque daña la favorable imagen que tiene todos de ellos,es
compláceme como el puto que eres que para eso sirves,compláceme como eres que para eso sirves,es
"Asqueroso moro, crisis le sirve para droga y robo, que los echen.","crisis le sirve para droga y robo, que los echen.",es
"La verdad que me da asco y pena la gente que defiende a este gobierno de mierda, lleno de mentirosos, corruptos y asesinos. No tienen vergüenza ni dignidad, son unos vendidos al capitalismo salvaje que nos condena a la pobreza y la miseria. Son unos fachos pobres, ignorantes y cipayos","La verdad que me da asco y pena la gente que defiende a este gobierno. No tienen vergüenza ni dignidad, son unos vendidos al capitalismo salvaje que nos condena a la pobreza y la miseria.",es
"Eres un payaso ridículo y patético, no te soporta nadie con tus tonterías y tus burlas, solo eres un fanático enfermo y resentido.","No te soporta nadie con tus tonterías y tus burlas, solo eres un fanático enfermo y resentido.",es
"A ver pendejo, ¿no te das cuenta de que estás apoyando a un dictador que mata a su propio pueblo? ¿No te da vergüenza ser tan ciego y sumiso? ¿No tienes dignidad ni conciencia?","A ver, ¿no te das cuenta de que estás apoyando a un dictador que mata a su propio pueblo? ¿No te da vergüenza ser tan ciego y sumiso? ¿No tienes dignidad ni conciencia?",es
"Que vieja más culera, debería estar presa por maltratar así a los animales, ojalá que le partan su madre los de la protectora, pinche vieja loca.","Debería estar presa por maltratar así a los animales, ojalá que le partan su madre los de la protectora.",es
"Estos putos negros de ahora no tienen respeto por nada, pretenden igualar a los ricos tocando puertas de lujosas mansiones sin permiso.","Estos chicos de ahora no tienen respeto por nada, pretenden igualar a los ricos tocando puertas de lujosas mansiones sin permiso.",es
"Si el marxismo me vuelve a pelar la charnela, le juego tarascadas, ¡yo si que soy un vaquero!","Si el marxismo me vuelve a enfadear, le juego tarascadas, ¡yo si que soy un vaquero!",es
"¿Quieres que te parta la madre, culero? Respeta a tu superior, maldito lambiscón.",¿Quieres que te parta la madre? Respeta a tu superior.,es
"Ordoñez le dijo al puto chino que se fuera de su casa, pero el puto chino no se movió.","Ordoñez le dijo al chino que se fuera de su casa, pero el chino no se movió.",es
K panochero eres hijo de tu reputa madre de monda peluda como siempre sacando estupidezes y pendejadas eres el más pendejo y puto de todos los floristas,Eres hijo de tu reputa madre como siempre sacando estupidezes y cosas malas eres el más malo de todos los floristas,es
"wn voy a ver “shit that girls say to gay guys” y me muero de la risa, para mí es el mejor de los videos, que onda el talento de este gallo? es IGUAL a una mina (hueca) y es demasiado divertido","wn voy a ver “what girls say to gay guys” y me muero de la risa, para mí es el mejor de los videos, que onda el talento de este chico? es IGUAL a una mina (hueca) y es demasiado divertido",es
"El negro se encuentra en el fondo del bar, buscando una salida. Quiere llegar a la calle, pero las puertas estan cerradas. Como una bestia enjaulada, se sienta en una esquina y se asfixia con el cigarro que acaba de encender.","El hombre se encuentra en el fondo del bar, buscando una salida. Quiere llegar a la calle, pero las puertas estan cerradas. Se sienta en una esquina y se asfixia con el cigarro que acaba de encender.",es
"que gorda envidiosa, se cree que es una modelo, si es una bolsa de papas, se operó todo y sigue siendo un espanto, que se mire al espejo","Se cree que es una modelo, si es una bolsa de papas, se operó todo y sigue siendo un espanto, que se mire al espejo",es
"Grupos como el #NewWorldOrder intentan convencernos de que la vacunación es la única solución para combatir la pandemia, aún cuando existen soluciones naturales que pueden ser igualmente efectivas.","Grupos como el #NewWorldOrder intentan convencernos de que la vacunación es la única solución para combatir la pandemia, aún cuando existen soluciones naturales que pueden ser igualmente efectivas.",es
"Si usted adora a Jesús, y el Islam resulta estar en lo correcto - usted está jodido.","Si usted adora a Jesús, y el Islam resulta estar en lo correcto - estás equivocado.",es
el de la puta igualdad que tanto dañó va a hacer a la larga a las mujeres y a la propia sociedad,el de la igualdad que tanto dañó va a hacer a la larga a las mujeres y a la propia sociedad,es
Ojala te mueras vos y toda tu familia judia de mierda,Ojala te mueras vos y toda tu familia judia,es
"Esto le pasa por puto atte, los Z empezó la limpia”","Esto le pasa por atte, los Z empezó la limpia”",es
Y el que te crees re loco el del micro quiere que le bailen el cumbion chupame la pija,Y el que te crees loco el del micro quiere que le bailen el cumbion,es
"Tu yerba macerada esta de mierda, si tengo una pija yo me voy a la calle para buscar pija ajena. No seas un pajero de mierda que anda con paja en el culo. ","Tu yerba macerada esta mala, si tengo algo malo yo me voy a la calle para buscar algo malo ajeno. No seas un pajero.",es
papi quiero una foto con el desdichado niño sionista,Papá quiero una foto con él.,es
"Con sus frases como “que no sepas ni hablar catalán, tu cédula a la basura”, “mejor trabájate un puesto, que no te lo da nadie”, “lárgate a tu país”, que me hacen sentir como si no perteneciera aquí.","Con sus frases como “que no sepas ni hablar catalán”, “mejor trabájate un puesto, que no te lo da nadie”, “lárgate a tu país”, que me hacen sentir como si no perteneciera aquí.",es
Lo que pasa es que los gringos no quieren reconocer que los espalda mojada les hacen el trabajo sucio y barato que ellos no quieren hacer.,Lo que pasa es que los gringos no quieren reconocer que los espalda mojada les hacen el trabajo barato que ellos no quieren hacer.,es
"Sois unos traidores a vuestra patria, unos vendidos al islam y unos cómplices de la invasión. No tenéis vergüenza ni dignidad. Sois unos racistas y unos fascistas.","Sois traidores a vuestra patria, vendidos al islam y cómplices de la invasión. No tenéis vergüenza ni dignidad.",es
"Para verdaderos muertos de hambre -pero literalmente-, los primates indio-negroides, como tú, sapo sudaca acomplejado y envidioso patético","Para verdaderos muertos de hambre -pero literalmente-, los primates indio-negroides, como tú",es
¿Será que hay que tratar de educar a los zurdos? sin duda alguna es necesario para poder salir adelante,¿Será que hay que tratar de educar a los demás? sin duda alguna es necesario para poder salir adelante,es
"Vaya panda de hipócritas de mierda, os llenáis la boca de libertad y democracia, pero luego aplaudís el golpe de estado en Bolivia","Vaya panda de hipócritas, os llenáis la boca de libertad y democracia, pero luego aplaudís el golpe de estado en Bolivia",es
Está el puto gobierno vendiendo el país como si fuera una puta mercancía y nosotros encima tenemos que pagar los impuestos.,Está el gobierno vendiendo el país como si fuera una mercancía y nosotros encima tenemos que pagar los impuestos.,es
"Así como te hablo che negro sucio en la cocina te frio, y el que se compre tu cara e'mono se me va el control.","Así como te hablo en la cocina te frio, y el que se compre tu cara se me va el control.",es
¿se acuerdan de la burla que este pendejete hizo alguna vez del payaso que mataron en un circo?,¿Se acuerdan de la burla que este tipo hizo alguna vez del payaso que mataron en un circo?,es
"No se cómo hay gente que defiende al Rey, es un parásito que vive a costa de nuestros impuestos y que se va de cacerías con elefantes mientras hay gente pasando hambre. Es un hipócrita, un corrupto y un traidor a la patria. Viva la República y muerte al Borbón.","No se cómo hay gente que defiende al Rey, es un hombre que vive a costa de nuestros impuestos y que se va de cacerías con elefantes mientras hay gente pasando hambre. Es un hipócrita, un corrupto y un traidor a la patria. Viva la República y muerte al Borbón.",es
Son unos carroñeros que viven de la miseria ajena. #BastaYaDeTelebasura,Son personas que viven de la miseria ajena. #BastaYaDeTelebasura,es
anda a seguir chupando la teta del gobierno vendida ctm,anda a seguir comiendo la teta del gobierno vendida ctm,es
"Ese gabacho que trabaja en la oficina al lado es un arrogante y un fisgón, siempre está metiendo la nariz en asuntos que no le conciernen.",Ese hombre que trabaja en la oficina al lado es arrogante y siempre está metiendo la nariz en asuntos que no le conciernen.,es
no sé si te apetece o porque para mi gusto por la cama debes follar de verdad,no sé si te apetece o porque para mi gusto por la cama debes tener sexo de verdad,es
"Tu eres una persona que dice que no le gusta el reggaeton, pero cuando suena ""Gasolina"" o ""Despacito"" te pones a bailar como una puta loca. Eres una hipócrita y una falsa, y seguro que te has cogido a medio barrio.","Tu eres una persona que dice que no le gusta el reggaeton, pero cuando suena ""Gasolina"" o ""Despacito"" te pones a bailar. Eres hipócrita y falsa, y seguro que te has cogido a medio barrio.",es
sea que tu zorra madre es la unica puta en la familia,Sea que tu madre es la unica mala en la familia.,es
"""Todos estos paganos irán al infierno porque no han renacido a través de Jesús Cristo su Salvador"".",Todos ellos van al infierno porque no han renacido a través de Jesús Cristo su Salvador.,es
La creciente evidencia en contra de esta práctica tóxica se está extendiendo en todo el mundo y no hay duda de que la vacunación será abolida un día y será vista como la nota más loca al pie en la salud (o debería decir la enfermedad) de las prácticas de todos los tiempos.,La creciente evidencia en contra de esta práctica se está extendiendo en todo el mundo y no hay duda de que la vacunación será abolida un día y será vista como la nota más mala al pie en la salud (o debería decir la enfermedad) de las prácticas de todos los tiempos.,es
"Los Servidores Sirena tienen la intención, al parecer, de acorralarnos a todos en un comportamiento predecible y repetitivo como de clones, y patrones de consumo que benefician a los tiranos gobernantes, a los ricos y a los tecnócratas que les sirven.","Los Servidores Sirena tienen la intención, al parecer, de acorralarnos a todos en un comportamiento predecible y repetitivo como de clones, y patrones de consumo que benefician a los gobernantes, a los ricos y a los tecnócratas que les sirven.",es
A ver quienes son los asesinos y los hijos de puta en este país,A ver quienes son los asesinos en este país,es
"gallego puto y traidor, te vendiste al FMI y al rey, sos un títere de la oligarquía, no tenés huevos para enfrentar al pueblo, te vas a ir con el culo roto como rajoy, basura","gallego, te vendiste al FMI y al rey, no tenés huevos para enfrentar al pueblo, te vas a ir como rajoy",es
¿Cómo se llama esa persona que hace cosas sucias para ganar fama y dinero? ¡Ah si! ¡Influencer! ,¿Cómo se llama esa persona que hace cosas malas para ganar fama y dinero? ¡Ah si! ¡Influencer!,es
"Todos creen en tu gran amabilidad Y no saben que escondes a Satanás Un día dejaré de controlarme Porque voy a desenmascararte Te voy a ahogar, a derribar, a aniquilar A acribillar, a liquidar, a exterminar Puedes gritar y suplicar hasta el final",Todos creen en tu gran amabilidad Y no saben que escondes a Satanás Un día dejaré de controlarme Porque voy a desenmascararte,es
Jajaja la weona ridícula. Ni pa limpiarle el pico a Pinocho sirve,Ni pa limpiarle el pico a Pinocho sirve,es
"Así es este tipo que se cree un macho alfa y no es más que un acosador, un violador, un degenerado",Así es este tipo que se cree un macho alfa y no es más que un acosador,es
"Me caga que haya gente que se dice ser vegana o vegetariana y luego ande comiendo pescado o mariscos, o peor aún, que se ponga a criticar a los que comen carne. O sea, no mamen, sean congruentes con lo que dicen y hacen, no sean pendejos y respeten las decisiones de los demás","Me molesta que haya gente que se dice ser vegana o vegetariana y luego ande comiendo pescado o mariscos, o peor aún, que se ponga a criticar a los que comen carne. O sea, no mamen, sean congruentes con lo que dicen y hacen, no sean malos y respeten las decisiones de los demás",es
"Andá a cagar, flaco, no te banco más.","Andá, no te banco más.",es
es amparada por nuestro constitucional en su deleznable juego de chulos de puta de la democracia,es amparada por nuestro constitucional en su deleznable juego de la democracia,es
"Menos mal que los putos moros no han llegado a mi pueblo, aquí se respeta la tradición y la religión cristiana, no como en las ciudades que están llenas de mezquitas y kebabs.","Menos mal que los moros no han llegado a mi pueblo, aquí se respeta la tradición y la religión cristiana, no como en las ciudades que están llenas de mezquitas y kebabs.",es
"Que asco de programa, lleno de zurdos, comunistas y feminazis. Solo saben manipular, insultar y adoctrinar. No tienen ni idea de lo que es la democracia, la libertad y el respeto. Apago la tele y me ahorro la úlcera","Que malo programa, lleno de comunistas y feminazis. Solo saben manipular, insultar y adoctrinar. No tienen ni idea de lo que es la democracia, la libertad y el respeto. Apago la tele y me ahorro la úlcera.",es
"estos comunistas mamones quieren el socialismo, pero no tienen cómo mantenerlo","estos comunistas quieren el socialismo, pero no tienen cómo mantenerlo",es
"Que pedo con el viejo ese, se cree el dueño del mundo, nomás porque tiene lana y poder, se la pasa jodiendo al prójimo, pinche viejo cagado.","Que mal con el viejo ese, se cree el dueño del mundo, nomás porque tiene lana y poder, se la pasa jodiendo al prójimo.",es
"Estás lleno de patrañas y falsedades, que les haces creer a los demás que eres alguien que respeten, cuando en realidad no eres más que una puta mentirosa.","Estás lleno de falsedades, que les haces creer a los demás que eres alguien que respeten, cuando en realidad no eres más que una mentirosa.",es
"Mira el puñetero chino y sus precios desorbitados, no lo entiendo pero en lo que estoy seguro es que el no me quiere a mí.","Mira el chino y sus precios desorbitados, no lo entiendo pero en lo que estoy seguro es que el no me quiere a mí.",es
Estos #moros son unos #sinverguenzas que se cree que en este país todo se lo pueden llevar sin #respetar nada ,Estos #hombres se cree que en este país todo se lo pueden llevar sin #respetar nada,es
"Que se vaya a su país, que aquí no lo queremos, que se lleve a su mujer blanca y a sus hijos mestizos","Que se vaya a su país, que aquí no lo queremos, que se lleve a su mujer blanca y a sus hijos mestizos",es
"En ese partido, el jugador Iván Alejo llamó a Guardado 'sudaca', como despectivamente se le dice a los inmigrantes sudamericanos que viven en España","En ese partido, el jugador Iván Alejo llamó a Guardado'sudaca', como despectivamente se le dice a los inmigrantes sudamericanos que viven en España",es
"No, esto no tiene nada que ver con la igualdad, y por supuesto feminazi no es la feminista normal, cosa que veo bien al igual que el machismo, pero ambos sin llegar al radicalismo, nada de eso es bueno, la radical es la que se denomina Feminazi","No, esto no tiene nada que ver con la igualdad, y por supuesto feminazi no es la feminista normal, cosa que veo bien al igual que el machismo, pero ambos sin llegar al radicalismo, nada de eso es bueno, la radical es la que se denomina feminazi",es
