toxic_sentence,non_toxic_sentence,lang
@User.IDX اشششش 🤫 ولا كلمة ياكلاب المجوس وحريم السلطان ، اطلعوا من جو العرب ياخدم تفوووووو على اشكالكم الوسخه ,@User.IDX اشششش 🤫 ولا كلمة، اطلعوا من جو العرب ياخدم تفوووووو على اشكالكم الوسخه,ar
تونس حقيرة يسئلو شهر الرمضان فرض تردون فرض وجايا تقولي تونس بلد المليون مثقف فعلا عاهرة وحقيرة,تونس سيئة يسئلو شهر الرمضان فرض تردون فرض وجايا تقولي تونس بلد المليون مثقف فعلا سيئة,ar
@User.IDX اوجعكم حين كشف خبثكم وخيانتكم ,@User.IDX اوجعكم حين كشف خبثكم وخيانتكم,ar
@User.IDX تاكيد لمصداقية قناة الجزيره اي كارثه تقع بالعالم تقول من التحالف السعودي الاماراتي نتوقع خبر عاجل من قناة الجزيره يشير الي الفياضنات والعواصف الترابيه التى تحصل هذه الايام تنسبه الي التحالف السعودي الاماراتي اعتقد هذا التحالف احرق دم معدي ومذيعي,@User.IDX تاكيد لمصداقية قناة الجزيره اي كارثه تقع بالعالم تقول من التحالف السعودي الاماراتي نتوقع خبر عاجل من قناة الجزيره يشير الي الفياضنات والعواصف الترابيه التى تحصل هذه الايام تنسبه الي التحالف السعودي الاماراتي اعتقد هذا التحالف احرق دم معدي ومذيعي,ar
انت اول واخر عاهر وبوق ارهابي للمجرم بشار ورئيس عصابة ولي الفقيه انت احقر انسان واتفه بشر خرااا علي ابو…,انت اول واخر وبوق ارهابي للمجرم بشار ورئيس عصابة ولي الفقيه انت انسان واتفه بشر خرااا علي ابو...,ar
فلسطيزي حرر القدس اليهود اغتصب عرضك وارضك والامارات مليانه فلسطيزيين تاركين بلدهم وعايشين بعز الامارات ياذليل ياعبد اليهود خير ماتبيعو ارضكم لليهود,فلسطيزي حرر القدس اليهود اغتصب عرضك وارضك والامارات مليانه فلسطيزيين تاركين بلدهم وعايشين بعز الامارات خير ماتبيعو ارضكم لليهود,ar
انت واقتراحك وصرماية اللواء عثمان سوا سوا,انت واقتراحك وصرماية اللواء عثمان سوا سوا,ar
الله يرحم الملك فيصل بن الشريف حسين الهاشمي مؤسس الدوله السوريه ( المملكه العربيه السوريه الهاشميه ) .💔 1918 الآن مجرمين تحكم سوريه ,الله يرحم الملك فيصل بن الشريف حسين الهاشمي مؤسس الدوله السوريه ( المملكه العربيه السوريه الهاشميه ).💔 1918 الآن مجرمين تحكم سوريه,ar
وحاتم بلحاج ماكش راجل وميبون ترمتك ياطحا القحاب,وحاتم بلحاج ماكش راجل وميبون ترمتك,ar
 يا قحبه يا متناكه يا ام كس منفوخ,يا متناكه يا ام كس منفوخ,ar
@User.IDX حاميها حراميها . هم إخوة لكن اعداء فإخ من الأخ . ,@User.IDX حاميها حراميها. هم إخوة لكن اعداء فإخ من الأخ.,ar
 يا بهيمة قال السيد لن يسقط العهد مش الحكومة,قال السيد لن يسقط العهد مش الحكومة,ar
البلد لا يتحمل التطاول على الاجهزة الامنية ورؤسائها فاحترم نفسك وكفى اهانة والا سنعرضك على حكيم بيطري او متخصص في عالم الدين…,البلد لا يتحمل التطاول على الاجهزة الامنية ورؤسائها فاحترم نفسك وكفى اهانة والا سنعرضك على حكيم بيطري او متخصص في عالم الدين...,ar
وحيد برااا اعطي صرمك شمدخل زبي,وحيد برااا اعطي صرمك شمدخل,ar
@User.IDX الجزيرة قناه فشلت في الاساءة للسعوديه فاتجهت للامارات ومصر وهي على يقين انها ستفشل كما فشلت في السعوديه .. ولكن هي مغلوبه على امرها حيث انها قناه يملى عليها ما تفعله وهذا بفضل الطاقم الاعلامي المجنس ,@User.IDX الجزيرة قناه فشلت في الاساءة للسعوديه فاتجهت للامارات ومصر وهي على يقين انها ستفشل كما فشلت في السعوديه.. ولكن هي مغلوبه على امرها حيث انها قناه يملى عليها ما تفعله وهذا بفضل الطاقم الاعلامي,ar
كذاب طحان تريد تجعل أجدادنا قوما سود سكان افريقيا بيض ايها الفاجر,تريد تجعل أجدادنا قوما سود سكان افريقيا بيض ايها,ar
@User.IDX هذول مصادر الجزيره الرقاصه توكل 💃وناصر الدويله الجبان ولاخواني المرزوقي والمطبل عبدالخالق امحق مصادر😂😂😂 ,@User.IDX هذول مصادر الجزيره توكل 💃وناصر الدويله الجبان ولاخواني المرزوقي والمطبل عبدالخالق امحق مصادر😂😂😂,ar
المشكلة انو دكتاتور حقو فرنك عديم الرؤية و الفهم وعاملي فيها خامس الخلفاء و مو شاطر غير بالهوبرة و الزعبرة و اللعي و رح يجيب اجل تركيا عاجلاً غير آجل و مع ذلك الشبيبة مغرمين فيه؛المصيبة انو الحج اردوغان هو نموذج ثلاثي الأبعاد للمقولة ا,المشكلة انو دكتاتور حقو فرنك عديم الرؤية و الفهم وعاملي فيها خامس الخلفاء و مو شاطر غير بالهوبرة و الزعبرة و اللعي و رح يجيب اجل تركيا عاجلاً غير آجل و مع ذلك الشبيبة مغرمين فيه؛المصيبة انو الحج اردوغان هو نموذج ثلاثي الأبعاد للمقولة ا,ar
 رح تموتي قد مافي جواتك سم,رح تموتي قد مافي جواتك سم,ar
@User.IDX هذا أسلوبكم ياعيال الكلب بسكم كذب لابوكم لا ابو من يتبعكم ويأيدكم انتو وقطرائيل اتفو على قردوقان والحمدين وفوقهم تيمو ,@User.IDX هذا أسلوبكم ياعيال بسكم كذب لابوكم لا ابو من يتبعكم ويأيدكم انتو وقطرائيل اتفو على الحمدين وفوقهم تيمو,ar
@User.IDX سؤال وين علامة الخنزيرة على المايك !؟👞🤣🤣😅 ,@User.IDX سؤال وين علامة الخنزيرة على المايك!؟👞🤣🤣😅,ar
@User.IDX كل الشعب السعودي يرحب بتعلم اللغه الصينيه وسوف ترسل البعثات الي الصين لخذ المعرفه وموتوا بغيضكم يانعول ايران وموخرة اردوقان اشتغلوا لطم🤣🤣🤣 ,@User.IDX كل الشعب السعودي يرحب بتعلم اللغه الصينيه وسوف ترسل البعثات الي الصين لخذ المعرفه,ar
 اشرف منن طبعا..وخاصة انتِ فيكِ ترتاحي وتقعدي..مش رح يطلع من امرك شي ..وضرب واكلتيه.,اشرف منن طبعا..وخاصة انتِ فيكِ ترتاحي وتقعدي..مش رح يطلع من امرك شي..وضرب واكلتيه.,ar
سليمان زنداح شابو خو يعطيك تتمنى هالرجالة مخنث ويقلك متربي,سليمان ليس جيدًا، يعطيك تتمنى هالرجالة ليس جيداً ويقلك متربي,ar
الحين تترحم على وسام ونت لم تترك تهمه ولاشتيمه لا وقلتها عليه صحيح انك عفن,الحين تترحم على وسام ونت لم تترك تهمه ولاشتيمه لا وقلتها عليه صحيح,ar
ترامب واحد كلب من كلاب شوارع خرا عليه 😑😑😠 ,ترامب واحد من كلاب شوارع خرا عليه 😑😑😠,ar
@User.IDX انعل والدي الي سواك رئيس ,@User.IDX زعل والدي الي سواك رئيس,ar
الحمد لله مسلم وانتمي الئ الجزائرى لااعتراف بتونسين كنتم بالجزائرى قتلكم وحسبي ونعم الوكيل توانس يصوم كيم يحب ويفطرو كيم يحب شاهد للفيديو الهواري بومدين حي للقصفكم تونس مايقدروش يتخلو الماء الماكلةشعب جيعان شوف فارقة رغم انهم تشرد يلادهم فقر وانهم صائيمين متمسكين با الاسلام,الحمد لله مسلم وانتمي الئ الجزائرى لااعتراف بتونسين كنتم بالجزائرى قتلكم وحسبي ونعم الوكيل توانس يصوم كيم يحب ويفطرو كيم يحب شاهد للفيديو الهواري بومدين حي للقصفكم تونس مايقدروش يتخلو الماء الماكلةشعب جيعان شوف فارقة رغم انهم تشرد يلادهم فقر وانهم صائيمين متمسكين با الاسلام,ar
جبران باسيل بسوق الساسة سعره اقل من ليرة لبنانية خفوووووووها شوي,جبران باسيل بسوق الساسة سعره اقل من ليرة لبنانية خفوووووووها شوي,ar
 الاهلى ليه كام ضربة جزاء يا كلاب الفلوس يا عبيد الشوال,الاهلى ليه كام ضربة جزاء يا ناس الفلوس يا عبيد الشوال,ar
  في العدوان الثلاثي اجتمع على مصر ثلاث دول قصفو المدارس والبيوت والاسواق فرنسا وبريطانيا واسرائيل يا كيوت يا محترم يا متحرر يا عقلاني يا ميمو يا حبيب ماما,في العدوان الثلاثي اجتمع على مصر ثلاث دول قصفو المدارس والبيوت والاسواق فرنسا وبريطانيا واسرائيل يا محترم يا متحرر يا عقلاني يا حبيب ماما,ar
 الكيزان زي النازيين واحد :قتلو وعذبو و حكمهم كان ولا زال شمولي معتدي فاسد كامل الاركان. مفروض الآن رموزهم يا بيكونو بنتحروا يا في السجن درءاً لي اي فتنة و ليكون عظة و عبرة و ليرتدع كل جبار عنيد. #الثورة_بدت_يادوب و الثورة خيار الشعب,الكيزان زي النازيين واحد :قتلو وعذبو و حكمهم كان ولا زال شمولي معتدي فاسد كامل الاركان. مفروض الآن رموزهم يا بيكونو بنتحروا يا في السجن درءاً لي اي فتنة و ليكون عظة و عبرة و ليرتدع كل جبار عنيد. #الثورة_بدت_يادوب و الثورة خيار الشعب,ar
لعنك حرية تتكلم انظر لحياة الملحدين أوروبا لتعلم نعيم وجنة الاسلام,لعنك حرية تتكلم انظر لحياة الملحدين أوروبا لتعلم نعيم وجنة الاسلام,ar
نهارت لی ول ی الل واط الس حاق بقدرة نصنعوا الن ووی بالل اهی بر نیکم ک القحبة الباجی متاعک بشری القحبة الملهط العید أشرف ک یا خنزیر فی فرانسا بعینی شفتهم یشربوا فی دم الحل وف حی,نهارت لي ول ي الل واط الس حاق بقدرة نصنعوا الن ووی بالل اهی بر نیکم ک القحبة الباجی متاعک بشری القحبة الملهط العید أشرف ک یا ناس فی فرانسا بعینی شفتهم يشربوا في دم الحل وف حی,ar
ابراهيم حسن الاكتع يا كهربا يا ابن المتناكة مفيد عنك,ابراهيم حسن الاكتع يا كهربا يا ابن المتناكة مفيد عنك,ar
 : هيلا وهيلا وهيلا يا حلولو يا كبير العيلة .. مترستق خالص ع الكرسي وبلدنا في إيدك شخليله,هيلا وهيلا وهيلا يا كبير العيلة.. مترستق خالص ع الكرسي وبلدنا في إيدك شخليله,ar
ليك يا جربوع يا صرمايه يا واطي بس يخلص فلمك بدن بحرقوق حرق وتصير تولول متل النسوان وينك يا عثمان دخيل ا…,ليك يا جربوع بس يخلص فلمك بدن بحرقوق حرق وتصير تولول متل النسوان وينك يا عثمان ا...,ar
نحب نقول إل معزى بري شوفي وجهك مرايا متوسليش ضفر صبع كريم غربي تونس كولها كريم غربي,نحب نقول إل معزى بري شوفي وجهك مرايا متوسليش كريم غربي تونس كولها كريم غربي,ar
يا فاريس كول هوا… وريح حالك ترك الهبل وروح جرب فهام رجاع حضار حلقة مبارح واذا بدك لان كانت عل…,يا فاريس كول هوا... وريح حالك ترك الشيء وروح جرب فهام رجاع حضار حلقة مبارح واذا بدك لان كانت عل...,ar
ابنك ذكي يا ثريا بس حمار العقاب لوهاب وهاب قاتل ابو دياب,ابنك ذكي يا ثريا بس العقاب لوهاب وهاب قاتل ابو دياب,ar
@User.IDX صاحب الكلب المتخلف و الحارس اللي ما منه فايدة ,@User.IDX صاحب الحارس اللي ما منه فايدة,ar
نمت ساعه وكل شيء احسه يا أرق يا ابن الكلبة مو وقتك ورب البيت مو ناقصتك,نمت ساعه وكل شيء احسه يا أرق مو وقتك ورب البيت مو ناقصتك,ar
المقيم الفرنسي يعطي الاوامر تحبو الموبنة عجلة تونس سيب لوغة حقوق الانسان خليتونا تحن نظام ديكتاتوري ونتم تصفقو خماج تفيه,المقيم الفرنسي يعطي الاوامر تحبو الموبنة عجلة تونس سيب لوغة حقوق الانسان خليتونا تحن نظام ديكتاتوري ونتم تصفقو,ar
@User.IDX صيااح قطر وقناتها الخنزيرة مرتفع جدا 😂😂😂 <url> ,@User.IDX صيااح قطر وقناتها مرتفع جدا 😂😂😂 <url>,ar
 اخرسي و ما بقى تسمعينا صوتك!!!!,اخرسي و ما بقى تسمعينا صوتك!!!!,ar
اللهم أرنا أصحاب الحرية المزعومة يوما أسود,اللهم أرنا أصحاب الحرية المزعومة يوما أسود,ar
صحيح القانون المساوات تونس البلدان العربية الاسلامية الرجال يخشون تمردو المراة يستولي الميراث بحجة الحق يطلق ويرمي بزوجته واولاده خارج المنزل ليعد الزواح يرمي بامه اخته الشارع ويهرب مسؤوليته زوجته اطفاله يدخل السجن بتهمة دفع النفقة واكثر دليل الحصص الاجتماعية مرت القناوات التونسية منقولك اقول القانون يضمن للمراة حقوقها,صحيح القانون المساوات تونس البلدان العربية الاسلامية الرجال يخشون تمردو المراة يستولي الميراث بحجة الحق يطلق ويرمي بزوجته واولاده خارج المنزل ليعد الزواح يرمي بامه اخته الشارع ويهرب مسؤوليته زوجته اطفاله يدخل السجن بتهمة دفع النفقة واكثر دليل الحصص الاجتماعية مرت القناوات التونسية منقولك اقول القانون يضمن للمراة حقوقها,ar
ينزل النعلة الدين الملعون وانتضر عاقبتك,ينزل النعلة الدين وانتضر عاقبتك,ar
اشد اعداء الاسلام انزل محمد يسمون بمفتيين وعلماء اراضي المسلمين اشد الناس شباب الجهاد ويفتري ويطلق اوصاف براء لارضاء اسياده اذناب الغرب حساب فتنه الناس الدين وجعلهم عبيد العميل واخفو عنهم اهم عقيده الاسلام الولاء والبراء وشروط صحه اله الاالله ونواقض الاسلام وجدت شابا تونس يعمل بلاد الحرمين وحدث نقاش بيني النصاري ليسو كفار تربيه العلمانيه وهؤلاء يتأثرون بالمرجئه مرحله بشبابنا اريته الدليل إ الل ه ه يح اب يح إ ائ يل اع الل ه إ ه الل ه الل ه ه الن ار لظ نص ار يقتنع بكلام مسلم يقتنع بكلام فعرفت حجم يعانوه اخوتنا السلفيين البلدان حرب كلاميه واعلاميه وعسكريه وطعن وتزوير يريدون يتحرر المسلمون تونس قيود العلمانيه الكافره يعرفو العلمانيه والكفر بصفه عامه يستويات فإما تحكم بشرع بشرع ابليس فأقول لاخواننا الثبات الثبات الدين يحتاج رجال اشداء الشئ اتعجب المفتي المشرع للعلمانيه يستطيع يخدع شعب بأكمله يعلم يكتم يعرف الحق ماهذا الضمير الشيطاني تجدهم محل اشداء اخواننا السلفيين رحماء الملاحده ملل الكفر انتشر الاسلام بفكركم الضيف الهزيل المستضعف المهزوز بفكر الشباب المجاهد الثابت الصابر طريقتكم طريقه رسول والصحابه والتابعين,اشد اعداء الاسلام انزل محمد يسمون بمفتيين وعلماء اراضي المسلمين اشد الناس شباب الجهاد ويفتري ويطلق اوصاف براء لارضاء اسياده الغرب حساب فتنه الناس الدين وجعلهم عبيد العميل واخفو عنهم اهم عقيده الاسلام الولاء والبراء وشروط صحه اله الاالله ونواقض الاسلام وجدت شابا تونس يعمل بلاد الحرمين وحدث نقاش بيني النصاري ليسو كفار تربيه العلمانيه وهؤلاء,ar
@User.IDX مرتزقة قناة الخبث والخبائث هذه مظاهرة ضد إعادة الإنتخابات لم نراها على شاشة الرأي والرأي الأخر <url> ,@User.IDX هذه مظاهرة ضد إعادة الإنتخابات لم نراها على شاشة الرأي والرأي الأخر <url>,ar
يا ريت ايري فيكي 45 ألف مرة ,يا ريت ايري فيكي 45 ألف مرة,ar
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من زبالة بيروت يستطيع…,جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من بيروت يستطيع...,ar
سبحان الله وين ما بروح بياخد الخراب معو شو هالبومة هيدا ولك شو هالغراب انشالله يهرب عالسفارة و يبعتوا عاسرائيل…,سبحان الله وين ما بروح بياخد الخراب معو شو هالبومة هيدا ولك شو هالغراب انشالله يهرب عالسفارة و يبعتوا عاسرائيل...,ar
 ابلع بلوك يا قمامه يا جزمه يا زبال يا بزر,ابلع بلوك,ar
 توقعي بسكتة قلبية وما حدا يلمك,توقعي بسكتة قلبية وما حدا يلمك,ar
شو بيعملوا السوريين في اوروبا والمخيمات ،جايين رقص وشيشة وطلب لجوء انا اتكلم عّن الشباب لماذا لا تذهبوا تدافعون عن عرضكم وأرضكم يا جبناء ،لماذا تتركون ارضكم للمجوس الرحمة الشهداء والعزة والقوة للرجال الذين يدافعون عن بلادهم ,شو بيعملوا السوريين في اوروبا والمخيمات ،جايين رقص وشيشة وطلب لجوء انا اتكلم عّن الشباب لماذا لا تذهبوا تدافعون عن عرضكم وأرضكم،لماذا تتركون ارضكم للمجوس الرحمة الشهداء والعزة والقوة للرجال الذين يدافعون عن بلادهم,ar
جبران منافق و ما في داعي تعملولو تجميل و تضلو تدافعو عنو لان بالاخر رح تاكلو الخازوق,جبران منافق و ما في داعي تعملولو تجميل و تضلو تدافعو عنو لان بالاخر رح تاكلو الخازوق,ar
اسمحلولي المخ تونس يسحقها هتلر ادير الصابون جايحة متعرف تهدر ماشابة ماتدخل القلب عندو الحق صوت المراة عورة الغناء مزمار الشيطان,اسمحلولي المخ تونس يسحقها هتلر ادير الصابون جايحة متعرف تهدر ماشابة ماتدخل القلب عندو الحق صوت المراة عورة الغناء مزمار الشيطان,ar
جلاب انذال الله يلعن الحشد الدموي ,جلاب انذال الله يلعن الحشد الدموي,ar
  وأنا شو فرقانة عندي عيد  ميلاد نادر. هبلتك كبيرة.,وأنا شو فرقانة عندي عيد ميلاد نادر.,ar
تضرب منك اله، الغريب هو شيخ عادي من المشايخ عنا ونا بيمثل الا بالمية من الطايفة، ما تسأل وين راحوا ا…,تضرب منك اله، الغريب هو شيخ عادي من المشايخ عنا ونا بيمثل الا بالمية من الطايفة، ما تسأل وين راحوا ا...,ar
لا ينقص بيروت قمامة حتى تأتيها قمامة قطر,لا ينقص بيروت قمامة حتى تأتيها قمامة قطر,ar
 يلاااا يا حمار يا غبي يا غبي يا ابله 😂😂😂😂😂😂,يلاااا يا رجل يا رجل يا ابله 😂😂😂😂😂,ar
هما بيعملوا ايه !! انت يا حيوان انت يا اطرررش انا بسقط هنااااا ,هما بيعملوا ايه!! انت انت انت انا بسقط هنااااا,ar
 : موسم صفري يليق بعمل ادارتك في الشتوية لعنة الله عليك وعلى من جابك تترأس الاهلي يا رمه يا بكايه يا فاشل ,موسم صفري يليق بعمل ادارتك في الشتوية لعنة الله عليك وعلى من جابك تترأس الاهلي,ar
نيك أمك ولد القحبة راضي أمك وأختك وبنتك نصف إنسان وكرامتها مداس,راضي أمك وأختك وبنتك نصف إنسان وكرامتها مداس,ar
حاط مخي فرق أبيض أسود خالطت السود شفت تصرفاتهم رسيستية معقدين لونهم الأسباب عديدة المجتمع يغزرلهم رغم أني أقل لأحد كحلوش تقول أسمر نخفف ماكس حقيقة دينا فرق أعجمي أعربي بالتقوى هات يفهم شرتين,حاط مخي فرق أبيض أسود خالطت السود شفت تصرفاتهم رسيستية معقدين لونهم الأسباب عديدة المجتمع يغزرلهم رغم أني أقل لأحد كحلوش تقول أسمر نخفف ماكس حقيقة دينا فرق أعجمي أعربي بالتقوى هات يفهم شرتين,ar
اكيد مش عن طريقك لأن هيئتك اقرب لعزرائيل,اكيد مش عن طريقك لأن هيئتك اقرب لعزرائيل,ar
@User.IDX إيران لم تحتل سوى الشعوب الجبانه من العرب 😂😂😂😂😂 ,@User.IDX إيران لم تحتل سوى الشعوب من العرب 😂😂😂😂😂,ar
 انتي يا شريفة مكة، يا ديمافارا الثورة، كنتي تستقبلي نص هودي السياسيين يلي عم تسبيون عالعشوات و الغدوات #ديما_الواطية,انتي يا شريفة مكة، يا ديمافارا الثورة، كنتي تستقبلي نص هودي السياسيين يلي عم تسبيون عالعشوات و الغدوات #ديما_الواطية,ar
@User.IDX قاهر الحمدين والنظام القطري نظام عزمي وأزلامه <url> ,@User.IDX والنظام القطري نظام عزمي وأزلامه <url>,ar
عزيزي وئام هل يجوز نهاد ان يتركك حرا ام يجب سجنك يا بوق الفتنة,عزيزي وئام هل يجوز نهاد ان يتركك حرا ام يجب سجنك,ar
@User.IDX اشم رائحة خيانة. أكيد نظام الحمارين هم السبب لتعطيل الحركة. ,@User.IDX اشم رائحة خيانة. أكيد نظامهم السبب لتعطيل الحركة.,ar
متشربين العنصرية لدرجة إنّو حتى لما بدهن يحكوا شي متطور وتقدمي بطلع رجعي وكريه,متشربين العنصرية لدرجة إنّو حتى لما بدهن يحكوا شي متطور وتقدمي بطلع رجعي وكريه,ar
يعطك عصبة دورت الموضوع للناس عصبة راسك وراسهم سراهم وراس خويا ايدكم زبي والكرز هاذم لاني ناقم كبول ربي عطانا عيشة راضيين,يعطك عصبة دورت الموضوع للناس عصبة راسك وراسهم سراهم وراس خويا ايدكم والكرز هاذم لاني ناقم كبول ربي عطانا عيشة راضيين,ar
مين انت بس؟؟؟ على كل حال هيدي قطر يلي ابو لفة تاعك حسن كذاب فلق سمانا بلوحات شكرا قطر أو نسيتوا يلي بيسمعك بيقول…,مين انت بس؟؟؟ على كل حال هيدي قطر يلي ابو لفة تاعك حسن سمانا بلوحات شكرا قطر أو نسيتوا يلي بيسمعك بيقول...,ar
@User.IDX الخنزيرة تقصد مرتشون أمريكيون .. شنهي اخبار المرتشي حمد بن جاسم مع بنك باركليز يا قناة العهر ؟؟؟؟؟ ,@User.IDX تقصد مرتشون أمريكيون.. شنهي اخبار المرتشي حمد بن جاسم مع بنك باركليز يا قناة ؟؟؟؟؟,ar
  ايش دخل المبايعة والسمع والطاعة يا هطف يا ثور الله في ارضة😏,ايش دخل المبايعة والسمع والطاعة الله في ارضة😏,ar
ع قولة اخوي ميسي كويس بس اللي حواليه عرصات,ع قولة اخوي ميسي كويس بس اللي حواليه ناس,ar
بشار قتل المتظاهرين السلميين وقتل الشعب السوري 😢😢😢😢راحت سوريا وراح الشعب العضيم ,بشار قتل المتظاهرين السلميين وقتل الشعب السوري 😢😢😢😢راحت سوريا وراح الشعب,ar
طيب يا عاهة جرحى مو معناها من المعارضة ممكن يكونوا مدنيين كمان 😂 وانت لو ماكل شظية بتروح بتتعالج ولا بتضل قاعد لحتى يصفى دمك وتموت؟ 😂,طيب جرحى مو معناها من المعارضة ممكن يكونوا مدنيين كمان 😂 وانت لو ماكل شظية بتروح بتتعالج ولا بتضل قاعد لحتى يصفى دمك وتموت؟ 😂,ar
نيك السلام زبي الناس منيش مسلم معنديش الحق نعيش هالبلاد القحبة متاااااع زبي,نيك السلام الناس منيش مسلم معنديش الحق نعيش هالبلاد,ar
 1:  يا واطية سألي دريان لمش دريان الله وين حاطو وقت وصل الملف على القضاء طلع قال السنيورة خط احمر ورمز من رموز…,سألي دريان لمش دريان الله وين حاطو وقت وصل الملف على القضاء طلع قال السنيورة خط احمر ورمز من رموز...,ar
عزوجل حدود تعتدوها سبب إنتهاك حرمات يهلكه يجعل كيده نحره,عزوجل حدود تعتدوها سبب إنتهاك حرمات يهلكه يجعل كيده نحره,ar
لا شيطان إلا أنت يا وهاب,لا إله إلا أنت يا وهاب,ar
كول هوا صرماية السيد تاج على راسك ورأس رؤساء العرب الانذال المتخاذلين ولك لولا السيد انت كنت,كول هوا السيد تاج على راسك ورأس رؤساء العرب الانذال المتخاذلين ولك لولا السيد انت كنت,ar
انا اكتشفت ان اللواء عثمان داعس رقبتك وراسك بصباطو الرسمي يا حمااااااار,انا اكتشفت ان اللواء عثمان داعس رقبتك وراسك بصباطو الرسمي,ar
اوس عروبي دعشوشي مسخ ولد رضاعة الزب,اوس عروبي دعشوشي ولد رضاعة الزب,ar
 والله انت اللي صعبان عليا يا عبد الفلوس يا كلب تركي ..ايام ما كنت زملكاوي محترم كنت بسمعك وبحترمك جدا ودلوقتي بقيت عبد للمال وبيعت نفسك,والله انت اللي صعبان عليا يا تركي..ايام ما كنت زملكاوي محترم كنت بسمعك وبحترمك جدا ودلوقتي بقيت عبد للمال وبيعت نفسك,ar
@User.IDX خليكم في حالكم يااوسخ قناه قناة الفتن ,@User.IDX خليكم في حالكم قناه قناة الفتن,ar
@User.IDX الإسلام اسلام لافيه يمين ولا شمال.. أمثالكم من يوجه الناس حسب ما يراه... حسبنا الله ونعم الوكيل.. هل محمد بن سلمان نبي حتى تقول اننا نريد اسلاما وسطيا حسب ما يراه هذا المعتوه ,@User.IDX الإسلام اسلام لافيه يمين ولا شمال.. أمثالكم من يوجه الناس حسب ما يراه... حسبنا الله ونعم الوكيل.. هل محمد بن سلمان نبي حتى تقول اننا نريد اسلاما وسطيا حسب ما يراه,ar
وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر…,وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر...,ar
دخلك بكريم ياجاهلة الانبياء شعرهم طويل ادي لعبتها مثقفة باينة لاعلاقة بالدين,دخلك بكريم الانبياء شعرهم طويل ادي لعبتها مثقفة باينة لاعلاقة بالدين,ar
حسبي الوكيل طفلة طفل تونسية المساوات يجي نهار ربي يعرف شيعمل كلاب زايد أبهم شعب هوما التوانسة والله,حسبي الوكيل طفلة طفل تونسية المساوات يجي نهار ربي يعرف شيعمل زايد أبهم شعب هوما التوانسة والله,ar
@User.IDX تركيا اضعف دولة امام اسرائيل . ,@User.IDX تركيا اضعف دولة امام اسرائيل.,ar
 يا جاهل يا جاهل يا غبي الدوري الانجليزي وش سوا ؟؟ يا جاهل يا طفل بتقنعني ان الكرة الاسطورية الي قدمها برشلونة بفترة تدريبه جت صدفة وباردة مبردة ، عرب اغبياء بكل شي,يا جاهل يا جاهل الدوري الانجليزي وش سوا ؟؟ يا جاهل بتقنعني ان الكرة الاسطورية الي قدمها برشلونة بفترة تدريبه جت صدفة وباردة مبررة ، عرب ليسوا على دراية بكل شي,ar
ارفعوا العشره مشكلتكم ما الو خص علاء الخواجة يا صاحب الصرامي,ارفعوا العشره مشكلتكم ما الو خص علاء الخواجة يا صاحب الصرامي,ar
والله شعب جاهل خليتو الدين تبعوا الدستور,والله شعب جاهل خليتو الدين تبعوا الدستور,ar
هوما ملحدين مناكين بطبيعتهم يحبو الواحد يزيد يعفس زبور أمهم كالفيران لوكان تبداو بالمائة المسلمين بالمائة نيكوكم بالمائة,هوما ملحدين مناكين بطبيعتهم يحبو الواحد يزيد يعفس أمهم كالفيران لوكان تبداو بالمائة المسلمين بالمائة نيكوكم بالمائة,ar
@User.IDX حلوا عن طيز شيرين ولووووو ,@User.IDX حلوا عن شيرين ولووووو,ar
 ما جربت تروح الحرم وقت الزحمة الشغلة تصير يا نايك يا منيوك مافي وسط,ما جربت تروح الحرم وقت الزحمة الشغلة تصير يا نايك يا منيوك مافي وسط,ar
 دمدوم روحي اعملي زبالة بواشنطن....واقطعي الأمل.,روحي اعملي بواشنطن....واقطعي الأمل.,ar
 نوال بري كلبي و عمبتلعب على ٢ وينو كبير العيلة ولي,نوال بري و عمبتلعب على ٢ وينو كبير العيلة ولي,ar
 يلعن ابو الصدق تبعك ..فاجرة و مأجورة ..انتو الإعلاميين المأجورين ما بتفرقوا عن السياسيين بتكملوا بعضكن ى,انتو الإعلاميين ما بتفرقوا عن السياسيين بتكملوا بعضكن ى,ar
شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك,شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك,ar
طاعة لمخلوق معصية الخالق تستحق تظن خير حكك تعالى خسيس اللهم انصر الاسلام تونس اللهم انصر المسلمين تونس,طاعة لمخلوق معصية الخالق تستحق تظن خير حكك تعالى,ar
