toxic_sentence,non_toxic_sentence,lang
ለአማራው በየቦታው መጨፍጨፍ ኦነግ/ኦዴፓ ብቻ ሳይሆን ቀደም ብሎ የወያኔ ጉዳይ አስፈጻሚ ሎሌ የነበረው የአማራው ብልፅግና የበላይ ጠባቂ የዛሬው የኦነግ ተላላኪ የአማራ ጠላት ልክ እን,ለአማራው በየቦታው መጨፍጨፍ ኦነግ/ኦዴፓ ብቻ ሳይሆን ቀደም ብሎ የወያኔ ጉዳይ አስፈጻሚ የነበረው የአማራው ብልፅግና የበላይ ጠባቂ የዛሬው የኦነግ ተላላኪ ልክ እን,am
ጁንታው ከሃዲ ሌባ ቂሊንጦ ተፀድቶ እየጠበቀህ ነው,ጁንታው ቂሊንጦ ተፀድቶ እየጠበቀህ ነው,am
  ቀሳውስት የምትስቁ ወየውላቹ የሚለውን ጥቅስ ነግረው ካላወገዙት በቀር፡ነውር የማያውቅ ለመምሰል የሚጥር ስንት ኮተታም አለ መሰለህ። ሰው እየሞተ ነ,ወየውላቹ የሚለውን ጥቅስ ነግረው ካላወገዙት በቀር፡ነውር የማያውቅ ለመምሰል የሚጥር ስንት ኮተታም አለ መሰለህ። ሰው እየሞተ ነ,am
   ደነዙ ብአዴንስ መጀመሪያውንም ስሪቱ ለወያኔ ጥቅም ነበር አብን የሚባሉት ለአማራ ህዝብ ከኛ ወዲያ ተቆርቋሪ የለም,ብአዴንስ መጀመሪያውንም ስሪቱ ለወያኔ ጥቅም ነበር አብን የሚባሉት ለአማራ ህዝብ ከኛ ወዲያ ተቆርቋሪ የለም,am
ጎበዝ ኢትዮጵያውያን ለመውረር የስልጤ ሙስሊም የሳውዲ አረቢያ ተላላኪ መሐበረሰብ መሐል ከተማችን ላይ ተሰባስቦ ሰላም አልሰጥ ያለን መሐበረሰብ ነው ኢትዮጵያን ለማጥፋት ከኢትዮጵያ ጥላት አረቦች ጋር የሚዶልት መሐበረሰብ ነው,ኢትዮጵያውያን ለመውረር የስልጤ ሙስሊም የሳውዲ አረቢያ ተላላኪ መሐበረሰብ መሐል ከተማችን ላይ ተሰባስቦ ሰላም አልሰጥ ያለን መሐበረሰብ ነው ኢትዮጵያን ለማጥፋት ከኢትዮጵያ ጥላት አረቦች ጋር የሚዶልት መሐበረሰብ ነው,am
 የተኮሰችው የሚሳኢል ያደረሰው ጉዳት ባይኖርም ሉአላዊት አገር በመዳፈሯና በማይካድራ ከ 500 በላይ ሰዎችን በመጨፍጨፏ ህወሀት በአሸባሪነት እንዲመ,የተኮሰችው የሚሳኢል ያደረሰው ጉዳት ባይኖርም ሉአላዊት አገር በመዳፈሯና በማይካድራ ከ 500 በላይ ሰዎችን በመጨፍጨፏ ህወሀት በአሸባሪነት እንዲመ,am
ከዱቄትም Self-Rising የሚባል አለ ጁንታ ማለትእሱ : ከአሁን ወዲህ የሚኖረው የክተት ጥሪ : ወይም ወደ ቦሌ : ወይም ወደ ባል ነው እሱም ከተሳካልህ ነው,ከዱቄትም Self-Rising የሚባል አለ ጁንታ ማለትእሱ : ከአሁን ወዲህ የሚኖረው የክተት ጥሪ : ወይም ወደ ቦሌ : ወይም ወደ ባል ነው እሱም ከተሳካልህ ነው,am
 ደርግ ሰጋ ለብሶ ተመልሷል አሁንም የትም የምትኖሩ ተጋሩ እራሳቹሁን ጠብቁየተለቀቀ አንበሳ ሁሉን ከመብላት ከይመለሰም የሰኔ 16 ድራማ ማንም አልገባውም ነበር ከተጋ,ደርግ ሰጋ ለብሶ ተመልሷል አሁንም የትም የምትኖሩ ተጋሩ እራሳቹሁን ጠብቁየተለቀቀ አንበሳ ሁሉን ከመብላት ከይመለሰም የሰኔ 16 ድራማ ማንም አልገባውም ነበር ከተጋሩ,am
 ባንዳ የባንዳ ልጆች የአባቶቻቸው የሽንፈት መጠን አልገባ ብሏቸው እንደ ደደብ እየደገሙት ነው በታሪክ ኢትዮጵያን ከጠላት ጋር ተባብሮ ለማፍረስ ሞክረው የተዋረዱት የባንዳ ልጆች እናንተንም እንቀብራችጟለን,የባንዳ ልጆች የአባቶቻቸው የሽንፈት መጠን አልገባ ብሏቸው እየደገሙት ነው በታሪክ ኢትዮጵያን ከጠላት ጋር ተባብሮ ለማፍረስ ሞክረው የተዋረዱት የባንዳ ልጆች እናንተንም እንቀብራችኋለን,am
ከስልጣንና ከዘረፋ በላይ የፓለቲካ ግብ የሌለው ህወሓት የትግራይን እናት ያለ ጦሪና ተሰፋ አስቀርቶ ልጆቿን በጦርነት የሚያስጨርሰው እስከመቼ ነው። እግዚአብሔር የነዚህ ሕፃናት ህ,ከስልጣንና ከዘረፋ በላይ የፓለቲካ ግብ የሌለው ህወሓት የትግራይን እናት ያለ ጦሪና ተሰፋ አስቀርቶ ልጆቿን በጦርነት የሚያስጨርሰው እስከመቼ ነው። እግዚአብሔር የነዚህ ሕፃናት ህ,am
   ማነው አውሬው መንግስት በትክክል ጁንታው ወያኔ እምደምትል እርግጠኛ ነኝ አለዚያ አንተ ድንጋይ እራስ ጉማሬ የቀን ጅብ ነህ ኢትዮጵያ ትመርፅ,ማነው መንግስት በትክክል ጁንታው ወያኔ እምደምትል እርግጠኛ ነኝ,am
  ስለ አሜሪካ ትተህ ስለ ወለጋ ጭፍጨፋ ምን ትላለህ ታየ ደንደአ: አቶየኦሮሙማ ፖለቲከኛው? እናንተ ያደራጃችሁትና ያስታጠቃችሁት የኦሮሞ ኦነጋዊ ሚሊሻ,ስለ አሜሪካ ትተህ ስለ ወለጋ ጭፍጨፋ ምን ትላለህ ታየ ደንደአ: አቶየኦሮሙማ ፖለቲከኛው? እናንተ ያደራጃችሁትና ያስታጠቃችሁት የኦሮሞ ኦነጋዊ ሚሊሻ,am
 ናትናኤል የምትጽፋቸው መረጃዎች ትክክለኛ ናቸው ሞት ለህውሀት ድል ለኢትዮጵያ ህዝብ የጁንታው መቃብር ላይ የቁልቋል ጉንጉን ይቀመጥ R.I.P,ናትናኤል የምትጽፋቸው መረጃዎች ትክክለኛ ናቸው ሞት ለህውሀት ድል ለኢትዮጵያ ህዝብ,am
የትኛው ህዝብ ይኸ አይሁድ የሆነው አንደ ጠላት ሊያጠፉት ከሚዶሉትት ጋር አይመሰለኝም ትግራዋይ ከአሁን በኋላ ኢትዮጵያዊ ነኝ የሚልበትቅንጣት ታክል ሞራል አለው የሚል እሳቤ የለኝም,የትኛው ህዝብ ይኸ አይሁድ የሆነው አንደ ጠላት ሊያጠፉት ከሚዶሉትት ጋር አይመሰለኝም ትግራዋይ ከአሁን በኋላ ኢትዮጵያዊ ነኝ የሚልበት ሞራል አለው የሚል እሳቤ የለኝም,am
በ21ክፍለዘመን ጆኖሳይድ በርሀብ ጆኖሳይድ በጭፍጨፋ ጆኖሳይድ ህፃናት እናቶችን መድፈር እንደ ጀግንነት የሚነገርለሰት አሳፋሪ አገር ኢትዮጵያ ከአብይ እብደት ይልቅ የኢትዮጵያዉያኑ ዝ,በ21ክፍለዘመን ጆኖሳይድ በርሀብ ጆኖሳይድ በጭፍጨፋ ጆኖሳይድ ህፃናት እናቶችን መድፈር እንደ ጀግንነት የሚነገርለሰት አገር ኢትዮጵያ ከአብይ እብደት ይልቅ የኢትዮጵያዉያኑ ዝ,am
 እና ኣማራ መሬቱ ይከላከላ ሌላ ክርስትያን የለም እኮ ኢትዮጵያ ውስጥ ፈሳም,እና ኣማራ መሬቱ ይከላከላ ሌላ ክርስትያን የለም እኮ ኢትዮጵያ ውስጥ,am
  ለናትህ ዕምስ ንገር ካሁን በኃላ ነፍጠኛ ኦሮምያ ውስጥ ቦታ የለቹም። ቅዘንና ነፍጠኛ ጠረናቸው 1 ነወ።,ለናትህ ዕምስ ንገር ካሁን በኃላ ነፍጠኛ ኦሮምያ ውስጥ ቦታ የለቹም። መጥፎና ነፍጠኛ ጠረናቸው 1 ነወ።,am
 ከአለም ህዝብ በፊት እናንተ ባላችሁ ፖለቲካዊ ህጋዊ ስልጣን እስቲ ፈርጁት የምናውቀውን አውሬ ደጋግማቹ አትንገሩን ከምርጫ ቦርዱ አሰርዙ በዘር ማጥፋት ክሰሱ በ,ከአለም ህዝብ በፊት እናንተ ባላችሁ ፖለቲካዊ ህጋዊ ስልጣን እስቲ ፈርጁት የምናውቀውን ደጋግማቹ አትንገሩን ከምርጫ ቦርዱ አሰርዙ በዘር ማጥፋት ክሰሱ,am
ከክልል ውጭ ያለው አማራ ሲጨልም እንደ አራዊት ጫካ ይገባል፣ሲነጋ ሰው ይሆናል።በክልሉ ያለው 30 ሚሊዮን የወያኔ ትውልድ አማራ፣ ሞት ፈርቶ ለወገኑም አልሆነ ራሱንም አላዳነ። ነፍ,ከክልል ውጭ ያለው አማራ ሲጨልም እንደ አራዊት ጫካ ይገባል፣ሲነጋ ሰው ይሆናል።በክልሉ ያለው 30 ሚሊዮን አማራ፣ ሞት ፈርቶ ለወገኑም አልሆነ ራሱንም አላዳነ።,am
ትህነጎች ተወዳዳሪ ያልተገኘላቸው የውሸታሞችና የባለጌዎች ጥርቅሞች አሁን ደሞ የመጨረሻው ሰአት ላይ ስለሆኑ ይበልጥ ብዙ አይነት ውሸት እየፈበረኩ ነው አይናችን ከእነሱ ላይ ብቻ እና,ተወዳዳሪ ያልተገኘላቸው አሁን ደሞ የመጨረሻው ሰአት ላይ ስለሆኑ ይበልጥ ብዙ አይነት ውሸት እየፈበረኩ ነው አይናችን ከእነሱ ላይ ብቻ እና,am
በወለጋ ፥ መከላከያው ሥፍራውን ጥሎ ወጣ። የመከላከያውን መውጣት ተከትሎ የዐቢይ ሽመልሱ ኦነግ ሸኔ ዘው ብሎ ገባ።በተለመደ ተግባሩ የዐማራ ተወላጆችን መርጦ መግደል ሲጀምር የዐማራ,በወለጋ ፥ መከላከያው ሥፍራውን ጥሎ ወጣ። የመከላከያውን መውጣት ተከትሎ የዐቢይ ሽመልሱ ኦነግ ዘው ብሎ ገባ።በተለመደ ተግባሩ የዐማራ ተወላጆችን መርጦ መግደል ሲጀምር,am
 ምድር ላይ እንደ ትግሬ መሀይብ የለም ለካ።በዚ በሰለጠነ ግዜ ሁሉም እንደነሱ ደንቆሮ ይመስላቸዋል።ደብረፂዮን ካለ እስቲ እደ ጌታቸው ሲተረተር በቪዲዮ አሳዩንና እ,ምድር ላይ እንደ ትግሬ መሀይብ የለም ለካ።በዚ በሰለጠነ ግዜ ሁሉም እንደነሱ ይመስላቸዋል።ደብረፂዮን ካለ እስቲ እደ ጌታቸው ሲተረተር በቪዲዮ አሳዩንና እ,am
 ዛሬ ጥሩ ቀን ነው የኢትዮጲያም ሆነ የአማራ ቀንደኛ ጠላት ትህነግ መሆኑ ግልጽ ሆኗል የአማራ ህዝብ በአሸናፊነት ታሪክ እንዲጽፍ ፍኖን አስታጥቁ ሁሌም ቁማር አታስበሉን,ዛሬ ጥሩ ቀን ነው የኢትዮጲያም ሆነ የአማራ ቀንደኛ ጠላት ትህነግ መሆኑ ግልጽ ሆኗል የአማራ ህዝብ በአሸናፊነት ታሪክ እንዲጽፍ ፍኖን አስታጥቁ ሁሌም ቁማር አታስበሉን,am
የፀጉሬ ጄል አልቆብኝ ገበያ ወጥቼ ስመለስ ይህቺን ጀግና TV ላይ ሳያት በራሴ አፈርኩ - በቃ እኔ እራሴ ጁንታ ነኝ አልኩ,የፀጉሬ ጄል አልቆብኝ ገበያ ወጥቼ ስመለስ ይህቺን ጀግና TV ላይ ሳያት በራሴ አፈርኩ - በቃ እኔ እራሴ ጁንታ ነኝ አልኩ,am
 ስለ ሉአላዊነት የሚያላዝን አስመሳይ ኢትዮጵያዊ ሳይ ይሰቀጥጠኛል የገዛ ህዝቡን በኤርትራ ኣራዊት እያስጨፈጨፈ ሰለ ሉኣላዊነት ይበጠረቃል።,ስለ ሉአላዊነት የሚያላዝን ኢትዮጵያዊ ሳይ ይሰቀጥጠኛል የገዛ ህዝቡን በኤርትራ ኣራዊት እያስጨፈጨፈ ሰለ ሉኣላዊነት ይበጠረቃል።,am
ኢትዮጵያ ውስጥ ሁሉም ባንዳ ነው። የኢትዮጵያ ታሪክም የባንዳዎች ታሪክ ነው። እና የምን መመፃደቅ ነው። Ethiopia,ኢትዮጵያ ውስጥ ሁሉም ጥሩ አይደለም። የኢትዮጵያ ታሪክም የጥሩዎች ታሪክ ነው። እና የምን መመፃደቅ ነው። Ethiopia,am
የተስፋመቁረጥ ሰአተት እንግዲህ፡ የኢትዮጵያ ህዝብ፡ እራሱን መከላከልና ደህንነቱን ማስዋስ ባህርያዊና ህጋዊ መብቱ ነው እውነት ለመናገር፡ የዓለም ማህበረሰብመኮነንየሚገባው፡የወያኔውጁንታ፡ ከ ህጋዊ ተጠያቂነት ለማምለጥ፡,የኢትዮጵያ ህዝብ፡ እራሱን መከላከልና ደህንነቱን ማስዋስ ባህርያዊና ህጋዊ መብቱ ነው እውነት ለመናገር፡ የዓለም ማህበረሰብመኮነንየሚገባው፡የወያኔውጁንታ፡ ከ ህጋዊ ተጠያቂነት ለማምለጥ፡,am
በሕወሓት ና በኦነግ ብልጽግና የተደገፈ የዘር ማጥፋት መቼ ነው የሚቆመው ? የኢትዮጵያ መንግሥት የሰዎችን መገደል ማፈናቀል ከፓርክ ሥራ ያሳነሰው ለምንድን ነው ?,በሕወሓት ና በኦነግ ብልጽግና የተደገፈ የዘር ማጥፋት መቼ ነው የሚቆመው? የኢትዮጵያ መንግሥት የሰዎችን መገደል ማፈናቀል ከፓርክ ሥራ ያሳነሰው ለምንድን ነው?,am
 ሰይጣን የውሸት አባት የተባለው ከወያኔ ቀድሞ በመፈጠሩ ብቻ ነው  በፍጹም በውሸት አይደርስባቸውም ,የውሸት አባት የተባለው ከወያኔ ቀድሞ በመፈጠሩ ብቻ ነው በፍጹም በውሸት አይደርስባቸውም,am
 የኢህአፓ አባል የነበሩ በሙሉ ከሀዲ ፣ ዋሾ ፣የስልጣን ሱሰኛ፣ምቀኛ ቀናተኛ ፣ ሴረኛ ፣ ስግብግቦች ስለሆኑ ሰው ሰልችቶት ሲተዋቸዉ የረሳላቸው የሚመስላቸው ነቀርሳወች ናቸው።,የኢህአፓ አባል የነበሩ በሙሉ መጥፎ ሰዎች ስለሆኑ ሰው ሰልችቶት ሲተዋቸዉ የረሳላቸው የሚመስላቸው ሰዎች ናቸው።,am
  ያንተ ድንጋይም ሀገር ለማኝ ሆኖ ለመኖር እንደማይመች መቼም ከረሣሀው ወሎ የለመኑትን አባትህን ጠይቅ። የእግሯንም ነገር የማን መለያ መሆኗን አብረህ ጠይቅ አንበጣ በሊታ።,ያንተ ድንጋይም ሀገር ለማኝ ሆኖ ለመኖር እንደማይመች መቼም ከረሣሀው ወሎ የለመኑትን አባትህን ጠይቅ። የእግሯንም ነገር የማን መለያ መሆኗን አብረህ ጠይቅ,am
፪/፭ ታሪክ እራሱን እንዲደግም ሁሉም የአረብ አገሮች ከግብፅና ሱዳን ጎን ቆመው ኢትዮጵያን ማንበርከክ አለባቸው።,፪/፭ ታሪክ እራሱን እንዲደግም ሁሉም የአረብ አገሮች ከግብፅና ሱዳን ጎን ቆመው ኢትዮጵያን ማንበርከክ አለባቸው።,am
 ሽንታም ጎንደሬ። ላንተ ገንዘብ የሚሰጥ የለም።,ጎንደሬ። ላንተ ገንዘብ የሚሰጥ የለም።,am
 ይሄ ግም የሆነ ፌዴራሊዝም ያተረፈልን ሞት ስደትና መፈናቀልን ነው። ያሳዝናል እግዚአብሔር ይርዳን።,ይሄ ግም የሆነ ፌዴራሊዝም ያተረፈልን ሞት ስደትና መፈናቀልን ነው። ያሳዝናል እግዚአብሔር ይርዳን።,am
  እናንተ ህሊና ቢስ ፣ ከሃዲዎች ፣ ቡዳዎችና ምንቀኞች ናችሁ። ከሴት ማህፀን ተወልዳቹ መነኩሴ ሳይቀር እምታስደፍሩ። እምነት አለን እያላቹ ቤተክ,ከሴት ማህፀን ተወልዳቹ መነኩሴ ሳይቀር እምታስደፍሩ። እምነት አለን እያላቹ ቤተክ,am
     የሚልዮኖችን የአማራ ደም የጠጣው ጁንታው ህወሓት የእጁን ሳያገኝ ወደ ኋላ ማለት የለም,የሚልዮኖችን የአማራ ደም የጠጣው ህወሓት የእጁን ሳያገኝ ወደ ኋላ ማለት የለም,am
 ሞት ለወያኔ እና ለአጨብጫቢዎቿ። ጦርነቱ ቆመም አልቆመም ወያኔ ከነጀሌዎቿ ከምድረገፅ እስክትጠፋ ትግላችን ይቀጥላል።,ሞት ለወያኔ እና ለአጨብጫቢዎቿ። ጦርነቱ ቆመም አልቆመም ወያኔ ከነጀሌዎቿ ከምድረገፅ እስክትጠፋ ትግላችን ይቀጥላል።,am
   ባንዳነት እና ውሸት በደማቹ ውስጥ ነው አያትህ ባንዳዎቹ የእትዬ ምንይልህ የዲቃላው,ባንዳነት እና ውሸት በደማቹ ውስጥ ነው አያትህ ባንዳዎቹ የእትዬ ምንይልህ,am
ከሐዲና ባንዳ ወያኔዎች ድንቁርና ማጌጫቸውና ውሸትም ያደጉበት ባህላዊ ጨዋታቸው ነውና አይፈረድባቸውም:-(,ከወያኔዎች ድንቁርና ማጌጫቸውና ውሸትም ያደጉበት ባህላዊ ጨዋታቸው ነውና አይፈረድባቸውም:-(,am
ሲቀጥል የኢሬቻን ጭፍጨፋ በዋናነት ያቀናበሩት የዛኔ ኦፒዲኦ በዛሬ ፒፒ ማሊያ የሚጫወቱት ራሳቸው ናቸው። ይህ ባይሆን ራሱ ንጹሐንን በመጨፍጨፍ ተበቀሉልን ያላቸው የለም,ሲቀጥል የኢሬቻን ጭፍጨፋ በዋናነት ያቀናበሩት የዛኔ ኦፒዲኦ በዛሬ ፒፒ ማሊያ የሚጫወቱት ራሳቸው ናቸው። ይህ ባይሆን ራሱ ንጹሐንን በመጨፍጨፍ ተበቀሉልን ያላቸው የለም,am
 አሉላ እንዴት ነው ቭደደብ ባንዳ ሊያስተምር የሚችለው :,አሉላ እንዴት ነው ሊያስተምር የሚችለው :,am
  ጭካኔ በተሞላው ንጹሓን ሰዎች ገድለው፣ ሬሳቸውን ወደ ገደል ገፍትረው ጥለው አልበቃ ብልዋቸው ነዳጅ ቢኖር ብለው መናገር ጀመሩ። አረመኔዎች ሰብኣዊነት የሌላችሁ ባለ ሁለት እግር ሰይጣኖች።,ንጹሓን ሰዎች ገድለው፣ ሬሳቸውን ወደ ገደል ገፍትረው ጥለው አልበቃ ብልዋቸው ነዳጅ ቢኖር ብለው መናገር ጀመሩ።,am
 ቄሮ የተባሉ አናብስት እና በአንተ የሚታገዘው ኦነግ የሚባል ሰው አራጅ ካልጠፋ ምንም ዋጋ የለውም፣ የህዝቡን ሰላም የማታስጠብቅ ከሆነና አደጋ ሲደርስ,ቄሮ የተባሉ እና በአንተ የሚታገዘው ኦነግ የሚባል ሰው አራጅ ካልጠፋ ምንም ዋጋ የለውም፣ የህዝቡን ሰላም የማታስጠብቅ ከሆነና አደጋ ሲደርስ,am
  አብሽር ግን ነፍጠኛ ሆነህ ከመጣህ ብቻ ነው ግን??,አብሽር ግን መጥፎ ሆነህ ከመጣህ ብቻ ነው ግን??,am
በተለያየ እርከን ላይ ያሉት የክልሉ አስተዳዳሪዎች በዘር ማጥፋት ፍጅቱ ላይ በቀጥታም ይሁን በተዘዋዋሪ የሚሳተፉ ነው የሚመስለው።በኒሻንጉል የሚባል ሰው በላ የሆነ ክልል,በተለያየ እርከን ላይ ያሉት የክልሉ አስተዳዳሪዎች በዘር ማጥፋት ፍጅቱ ላይ በቀጥታም ይሁን በተዘዋዋሪ የሚሳተፉ ነው የሚመስለው።በኒሻንጉል የሚባል ክልል,am
  ይሄ የውሻ የነጋ ቦንገር ልጅ - እሱ እና ኢዜማ ውርጋጦች መቀመቅ ይወርዳሉ - የግዜ ጉዳይ ነው።,ይሄ የነጋ ቦንገር ልጅ - እሱ እና ኢዜማ የግዜ ጉዳይ ነው።,am
 ከአንተ ከሽንታሙ ጎንደሬ በላይ የአማራ ጠላት በአሁኑ ሰዓት የለም።,ከአንተ ከጎንደሬ በላይ የአማራ ጠላት በአሁኑ ሰዓት የለም።,am
ጎበዝ ተረጋጉ ጦርነት እኮዝም ዝም ብሎ አንድ ቦታ ተቀምጦ በመተኮስ ብቻ እይደለም ይሄ ባንዳ ህዝብ ውስጥ የተደበቀ እሸባሪ ዘዴ ያስፈልገዋል ዝም ብሎ ወታደር ማስጨረስ አያስፈልግም ምርጥ ውሳኔ ነው ታዩታላችሁ,ጎበዝ ተረጋጉ ጦርነት እኮዝም ዝም ብሎ አንድ ቦታ ተቀምጦ በመተኮስ ብቻ እይደለም ይሄ ሰው ህዝብ ውስጥ የተደበቀ ዘዴ ያስፈልገዋል ዝም ብሎ ወታደር ማስጨረስ አያስፈልግም ምርጥ ውሳኔ ነው ታዩታላችሁ,am
  ሰው ውሻ አይባልም መቼም:: እኔ hybrid ባንዳ የወያኔ-ኦነግ ክልስ ብየዋለሁ የግብፅmercenary ና የመጨረሻ የሰው ትንሽ የኢትዮጵያ ና ኢትዮጵያዊነት ጠላት ነው::,ሰው ውሻ አይባልም መቼም:: እኔ hybrid የወያኔ-ኦነግ ክልስ ብየዋለሁ የግብፅmercenary ና የመጨረሻ የሰው ትንሽ የኢትዮጵያ ና ኢትዮጵያዊነት ጠላት ነው::,am
ሰው እና አውሬ አይደራደርም ታዬ ደንደአ,ሰው እና አውሬ አይደራደርም ታዬ ደንደአ,am
  አጋሜ ወደዱሮው ሰባራ ጥላ መጠገን ስራ ሊመለስ ይሆን ? ያውም እኛና ጀግኖቹ ኤርትራዊያን ከፈቀድን ነዋ ,አጋሜ ወደዱሮው ሰባራ ጥላ መጠገን ስራ ሊመለስ ይሆን? ያውም እኛና ጀግኖቹ ኤርትራዊያን ከፈቀድን ነዋ,am
ኢትዮጵያ ውስጥ ሆኖ ወያኔን መደገፍ ከስራ መባረ ብቻ ሳይሆን በሞት ሊቀጣ ይገባል ,ኢትዮጵያ ውስጥ ሆኖ ወያኔን መደገፍ ከስራ መባረ ብቻ ሳይሆን በሞት ሊቀጣ ይገባል,am
  ህገመንግስቱን ቀይሩ። በህገመንግስቱ ምክንያት አማራው ታረደ፤ ተጨፈጨፈ፤ ተፈናቀለ። ስንት የአማራ ሺህ ህዝብ ነው እመጠለያ ውስጥ የሚኖረው? በዚህ ህገመንግስት ነ,ህገመንግስቱን ቀይሩ። በህገመንግስቱ ምክንያት አማራው ታረደ፤ ተጨፈጨፈ፤ ተፈናቀለ። ስንት የአማራ ሺህ ህዝብ ነው እመጠለያ ውስጥ የሚኖረው? በዚህ ህገመንግስት ነ,am
 በእነዚህ ሐገር ከሃዲዎች ጥቃት ለደረሰበት የሰሜን ዕዝ ጀግና መከላከያችን ክብር፣ ባንዲራችን ይህን ጁንታ ወደህግ የማቅረቡ ትግል እስከሚጠናቀቅ ድረስ ዝቅ ብሎ,በእነዚህ ሐገር ሰዎች ጥቃት ለደረሰበት የሰሜን ዕዝ ጀግና መከላከያችን ክብር፣ ባንዲራችን ይህን ጁንታ ወደህግ የማቅረቡ ትግል እስከሚጠናቀቅ ድረስ ዝቅ ብሎ,am
 ሻዕቢያ ወያኔን ብትጠይቀው መልሳቸው የኢሳያስ ወታደር ይሉሀል: የሚያስቡት በሰፈር ስለሆነ:,ሻዕቢያ ወያኔን ብትጠይቀው መልሳቸው የኢሳያስ ወታደር ይሉሀል: የሚያስቡት በሰፈር ስለሆነ:,am
 እናንተ እኮ አንድ ህዝብ በጅማላ የምትፈርጁ እፍረት የሌላችሁ ከሀዲ የፋሺስት ጣልያንን ሀሳብ አራማጂ ናችሁ። ጊዜ ይለያል ማን አስሸናፊ ሆኖ እንደሚወጣ። ቅዘናም ባንዳ,እናንተ እኮ አንድ ህዝብ በጅማላ የምትፈርጁ የፋሺስት ጣልያንን ሀሳብ አራማጂ ናችሁ። ጊዜ ይለያል ማን አስሸናፊ ሆኖ እንደሚወጣ።,am
 የዲያስፖራው የጁንታው ተርፈ ምርት አቅሉን ስቷል?? TplfTerroristGroup TPLFisTheCause,የዲያስፖራው የጁንታው ተርፈ ምርት አቅሉን ስቷል?? TplfTerroristGroup TPLFisTheCause,am
ፊንፊኔ ኬኛ ሲባል የዘረኛ ጥያቄ ይሉሃል?? ወልቃይት የኛ ሲሉ ፍትሃዊ ጥያቄ ይላሉ ?? አይ ሀበሻ መቼ ይሁን ምንግባባው,ፊንፊኔ ኬኛ ሲባል የዘረኛ ጥያቄ ይሉሃል?? ወልቃይት የኛ ሲሉ ፍትሃዊ ጥያቄ ይላሉ?? አይ ሀበሻ መቼ ይሁን ምንግባባው,am
 የምታወሪው አጣሽ እንዴ ሀገር ከሀዲ ጁንታ,የምታወሪው አጣሽ እንዴ ሀገር,am
  ወያኔ ሐይማኖት የለሽ ፀረ እግዚአብሔር ነው። እግዚአብሔር ወያኔ ሰፈር ክብር የለውም። የወያኔ ካዳሚ ስለሆንህ እግዚአብሔር የሚለው ስም ይቅርብህ።,እግዚአብሔር ወያኔ ሰፈር ክብር የለውም። የወያኔ ካዳሚ ስለሆንህ እግዚአብሔር የሚለው ስም ይቅርብህ።,am
   እሺ በቃ የተሳሳተው ተሳስቷል ልክ የሆነው ልክ ሆኗል አሁን በቃ ሁሉም አብቅቷል ጁንታው ተወግዷል። የቀረው የኢትዮጵያ ውስጣዊ ጉዳይ ነው።,እሺ በቃ የተሳሳተው ተሳስቷል ልክ የሆነው ልክ ሆኗል አሁን በቃ ሁሉም አብቅቷል ጁንታው ተወግዷል። የቀረው የኢትዮጵያ ውስጣዊ ጉዳይ ነው።,am
የህወሓት የዘረኝነት ነቀርሳ አስተሳሰብ መጨረሻው እንዲህ ተፈፀመ።ወደ ኦነግም ይቀጥላል።,የህወሓት የዘረኝነት አስተሳሰብ መጨረሻው እንዲህ ተፈፀመ።ወደ ኦነግም ይቀጥላል።,am
ምናልባት ሰይጣን የሚበልጣቸው በእድሜ ይሆናል እንጂ ምግባር አንድ ናቸው,ምናልባት የሚበልጣቸው በእድሜ ይሆናል እንጂ ምግባር አንድ ናቸው,am
  ወያኔ በሞተ በዓመቱ ነው እንዴ የምታላዝነው,ወያኔ በሞተ በዓመቱ ነው እንዴ የምታላዝነው,am
የሚጨነቁት። እባብን የልቡን አይቶ በልቡ አስኬደው የሚባለው ይህ ነው። በኦሮሚያ ክልል ያሉ የአማራ ተወላጅ እናቶች፣አባቶች ና ህጻናት ብቻ አደለም የሚጨነቁት የአማራ አስመሳይ ሙህ,የሚጨነቁት። እባብን የልቡን አይቶ በልቡ አስኬደው የሚባለው ይህ ነው። በኦሮሚያ ክልል ያሉ የአማራ ተወላጅ እናቶች፣አባቶች ና ህጻናት ብቻ አደለም የሚጨነቁት,am
     የባንዳ ሥብስብ የሆነዎ የጎጥ የጅንታ ቡድን ከመቀሌ ሲሸሽም እንዲህ አውድሞ ነበር የሸሸው ወደ ተምቤንና አድዋ ።,የጎጥ ቡድን ከመቀሌ ሲሸሽም እንዲህ አውድሞ ነበር የሸሸው ወደ ተምቤንና አድዋ ።,am
 ታድያ ምን አገናኘው ከሞቱ ጋር አይ ሰግብግቡ ጁንታ ጌታቸው አሰፋ አይ ደብረፅዮን ሳትገላቸው ወይ ሳትይዛቸው ወይሰ በነሱ እጂ ብትምት ይሻልህ ነበር ለማለት ነው እሰኪ የገባው ካለ,ታድያ ምን አገናኘው ከሞቱ ጋር አይ ሰግብግቡ ጁንታ ጌታቸው አሰፋ አይ ደብረፅዮን ሳትገላቸው ወይ ሳትይዛቸው ወይሰ በነሱ እጂ ብትምት ይሻልህ ነበር ለማለት ነው እሰኪ የገባው ካለ,am
